,sub,cj,rt,cor,rtcj,average_fr_amplitude,difficulty,condition
0,21,4,1.4122631999,1,820,1.745174889705798e-05,medium,easy
1,21,2,1.3382057,1,578,2.3169371463877454e-05,medium,easy
2,21,6,1.0031268999,1,831,1.755648012927114e-05,easy,easy
3,21,5,1.1765614999,1,531,1.3251597053139204e-05,hard,easy
4,21,4,1.7815829001,0,777,2.1937273382780542e-05,hard,easy
5,21,6,1.6144412002,1,221,6.6607862384336725e-06,easy,easy
6,21,6,0.9027177,1,179,4.5781732899759e-06,medium,easy
7,21,6,1.0644872,1,563,1.2068464674736807e-06,medium,easy
8,21,5,1.4577668998,1,571,1.8830594700881785e-05,hard,easy
9,21,6,1.3043936999,1,227,1.0659210996198756e-05,hard,easy
10,21,5,1.5837367999,1,331,1.254359964467493e-05,medium,easy
11,21,5,1.3131887,1,748,2.0205751711415916e-05,easy,easy
12,21,5,0.9568862,1,527,8.461122824137497e-06,medium,easy
13,21,6,1.0153356001,1,308,1.8351733966144983e-06,medium,easy
14,21,5,0.8092725,1,339,9.881552232061236e-06,easy,easy
15,21,6,1.0204568,1,368,6.79026147168497e-06,easy,easy
16,21,5,1.9402300999,0,182,6.787289901310025e-06,hard,easy
17,21,5,1.9607487,0,516,-1.397359580909059e-06,easy,easy
18,21,6,1.5126437,1,293,4.063107953833899e-07,hard,easy
19,21,6,0.8509006,0,170,5.866708874929709e-06,medium,easy
20,21,6,1.0438715001,1,199,2.8596507979564485e-05,medium,easy
21,21,6,0.8088254,1,177,-3.2775615345632636e-06,medium,easy
22,21,6,0.9825604998,1,166,-2.6404668819698625e-06,hard,easy
23,21,4,2.0771793001,0,510,3.7410320964902324e-06,hard,easy
24,21,3,1.5801104,1,863,1.8707623618425487e-05,easy,easy
25,21,3,1.8934678,1,196,1.9279116737702878e-05,medium,easy
26,21,6,0.8838714,1,251,6.897376516774925e-06,easy,easy
27,21,5,1.3409344,1,447,1.8173359656615654e-05,hard,easy
28,21,5,1.0784559001,1,309,2.867420202319561e-06,hard,easy
29,21,6,0.9172797999,1,151,3.1380881460092166e-06,medium,easy
30,21,5,1.0084982002,1,237,-6.963204921784473e-06,medium,easy
31,21,5,0.9860405,1,176,2.6722784819358515e-06,medium,easy
32,21,5,2.1664078999,1,437,2.478034283007592e-05,hard,easy
33,21,5,2.1412566998,1,193,1.475820410321713e-05,medium,easy
34,21,5,0.8511300001,1,249,9.019813305044805e-06,easy,easy
35,21,5,0.9092158,1,191,-4.291939441703086e-06,hard,easy
36,21,5,1.3348775001,1,117,-1.0188074863459764e-05,easy,easy
37,21,5,0.9783484999,1,347,9.462625322372335e-06,hard,easy
38,21,6,2.0112866999,1,416,1.5311404450757856e-06,easy,easy
39,21,6,1.0085552998,1,394,4.146228787990618e-06,hard,easy
40,21,5,0.7495778999,1,234,2.8976335313642146e-06,medium,easy
41,21,6,1.0619703999,1,185,1.0199691446408847e-05,hard,easy
42,21,6,0.9920042001,1,173,1.0615200576355608e-05,easy,easy
43,21,6,1.2616216,1,205,5.667663760582317e-06,hard,easy
44,21,6,1.6368424001,1,214,-8.6533451275367e-07,medium,easy
45,21,6,0.7878872,1,248,-2.2370407817584404e-06,hard,easy
46,21,6,1.0575373999,1,199,1.2075407874978511e-05,medium,easy
47,21,6,0.8438748,1,208,3.362033527463324e-06,hard,easy
48,21,6,0.7219989002,1,190,-5.440201442949269e-07,easy,easy
49,21,6,0.6860107,1,222,-6.4047228599570785e-06,easy,easy
50,21,6,0.6040367,1,192,-4.766071910781947e-06,easy,easy
51,21,6,0.8196045,1,219,8.288782584414263e-06,easy,easy
52,21,5,1.7245966999,1,176,1.1677171008711927e-05,hard,easy
53,21,6,0.7349851001,1,207,-2.140364765429691e-06,hard,easy
54,21,6,0.9357785999,1,148,-6.122267365611761e-06,hard,easy
55,21,6,0.7299933,1,180,3.345614302348397e-06,medium,easy
56,21,6,0.8610254,1,189,2.202714441742585e-06,easy,easy
57,21,6,0.9194491,1,212,-6.551985991310196e-06,easy,easy
58,21,6,0.7971269002,1,159,7.982682205818774e-06,easy,easy
59,21,6,0.6842968999,0,159,5.499037861385344e-06,hard,easy
60,21,6,0.8695173999,1,265,-8.74788980359057e-06,medium,easy
61,21,6,0.6926593001,1,199,3.6884318601369136e-06,easy,easy
62,21,6,0.6102296,1,121,1.1127574400943702e-05,medium,easy
63,21,6,1.0871281,1,156,-7.433258623041432e-07,medium,easy
64,21,5,0.6355206,1,224,4.038116572059504e-06,easy,easy
65,21,4,1.6520213,0,343,1.587599079294102e-05,hard,easy
66,21,5,1.4337894002,1,1010,7.436092788900414e-06,hard,easy
67,21,6,1.0145438001,1,581,8.4469276976943e-06,easy,easy
68,21,5,1.3794790001,1,329,-1.101658697303143e-05,hard,easy
69,21,4,1.5621608,1,1025,9.090108586234875e-06,medium,easy
70,21,5,1.3183133001,1,309,1.036487246656366e-06,easy,easy
71,21,5,1.8645838001,0,226,-6.005236933540649e-06,medium,easy
72,21,3,1.4811855999,0,705,7.969965588263072e-06,easy,easy
73,21,4,2.2626730001,1,260,5.982008448461442e-06,medium,easy
74,21,5,0.7666429998,1,284,-3.056706548904723e-06,easy,easy
75,21,5,1.2092658,1,197,5.034492240190108e-06,hard,easy
76,21,5,1.0618697,1,149,2.3677610654686283e-06,medium,easy
77,21,5,1.1584305,1,180,2.21653553102119e-06,medium,easy
78,21,4,2.2305490999,0,277,-9.256619704996228e-06,medium,easy
79,21,6,0.7149277001,1,562,7.422979639566404e-08,easy,easy
80,21,6,1.0159871001,0,117,4.242798496929819e-06,hard,easy
81,21,6,0.8596397,1,208,5.518694963735186e-06,hard,easy
82,21,6,0.7210943,0,140,-2.5636260579326755e-06,hard,easy
83,21,6,0.8183866001,1,218,-3.1418581184842448e-06,hard,easy
84,21,6,0.9773899,1,189,7.053649194708656e-06,easy,easy
85,21,6,0.6027095001,1,160,-2.495426418576575e-06,hard,easy
86,21,6,0.6484254999,1,132,1.224589581412104e-06,medium,easy
87,21,6,0.7105395999,1,165,-5.021155462956674e-06,medium,easy
88,21,6,0.592806,1,138,5.424429855875418e-06,medium,easy
89,21,6,0.6869589998,1,203,-6.001587857733606e-06,medium,easy
90,21,4,1.2064281001,1,566,-1.7543712701649589e-06,medium,easy
91,21,6,0.6924330001,1,151,-7.880765552263152e-06,easy,easy
92,21,6,0.6610536,1,169,1.7650698631330525e-06,medium,easy
93,21,6,0.706001,1,169,6.359614618924596e-06,easy,easy
94,21,6,0.6900979001,1,217,-2.7237917285632648e-06,easy,easy
95,21,6,0.7072218999,1,200,-1.9764308412821117e-06,hard,easy
96,21,6,0.7083618001,1,119,2.1437621057265414e-06,easy,easy
97,21,6,0.741959,1,839,1.2452562299037785e-05,easy,easy
98,21,6,0.6213417,1,174,6.7227192679903125e-06,hard,easy
99,21,6,0.6696889,0,145,3.151337740000089e-06,hard,easy
100,21,6,0.8485318001,1,124,-5.17916788779607e-06,hard,easy
101,21,4,1.5045123,0,287,5.066207073832317e-06,medium,easy
102,21,6,0.7307418999,1,155,1.1618141679304773e-07,medium,easy
103,21,6,0.6212512001,1,82,1.1623409534117297e-07,medium,easy
104,21,6,0.9119601001,0,157,-7.853688266854882e-06,hard,easy
105,21,5,0.7036867,1,780,6.584012758437113e-06,easy,easy
106,21,6,0.9640197998,0,249,2.3327324546019337e-06,easy,easy
107,21,6,0.8763546001,1,191,-2.416037851208377e-06,easy,easy
108,21,4,1.3075432002,0,262,-5.023287119263179e-07,hard,easy
109,21,5,0.7987041001,1,238,2.2363248051589772e-06,hard,easy
110,21,4,1.5199797,1,315,8.613719997745217e-06,hard,easy
111,21,5,1.0272680002,1,249,4.593177125334731e-06,medium,easy
112,21,5,1.1104663999,0,182,-3.043479690092237e-06,hard,easy
113,21,5,1.2941931,0,221,8.701242811268057e-06,hard,easy
114,21,6,1.0718308,1,269,5.223687510183572e-06,easy,easy
115,21,6,0.8406289001,1,116,8.118588546085559e-06,hard,easy
116,21,6,0.6769972001,1,166,-1.1066981302581764e-05,medium,easy
117,21,6,1.0604596999,1,136,-1.0707017650129076e-05,hard,easy
118,21,6,0.6388449001,1,205,7.189454645593086e-06,easy,easy
119,21,6,0.6194812001,1,159,5.479740813988978e-06,easy,easy
120,21,6,0.6178606001,1,145,-6.20426451918284e-07,hard,easy
