,sub,cj,rt,cor,rtcj,average_fr_amplitude,difficulty,condition
0,16,5,0.7656289001,1,1758,2.603554537944841e-05,hard,positivefb
1,16,6,0.8493069001,1,664,4.07248848320131e-06,medium,positivefb
2,16,5,0.5775909,1,730,-3.986984560217605e-06,easy,positivefb
3,16,6,0.6947316001,1,419,3.947490758158548e-06,easy,positivefb
4,16,6,1.4050177,0,525,7.852414315255207e-06,easy,positivefb
5,16,6,0.7654795998,1,620,-4.041956617775743e-06,easy,positivefb
6,16,6,0.6046158001,1,623,8.445363090768224e-06,easy,positivefb
7,16,6,1.0849307,0,430,3.633040363428892e-06,medium,positivefb
8,16,5,0.7484195,1,514,3.2864780689320326e-06,hard,positivefb
9,16,6,0.6301871,1,407,1.5383477286401334e-06,medium,positivefb
10,16,6,0.7520674001,0,395,-1.2376656305386343e-06,hard,positivefb
11,16,5,0.5824034,0,1797,1.2548919798494991e-05,hard,positivefb
12,16,6,1.0408709999,1,377,6.892354920015942e-06,easy,positivefb
13,16,6,0.8631861,1,362,3.670204035495329e-06,medium,positivefb
14,16,6,0.5452662001,1,409,-6.1467805616331845e-06,medium,positivefb
15,16,5,0.6976814999,1,431,3.8035282320470192e-06,medium,positivefb
16,16,5,0.7777388999,1,386,-7.928441801711324e-06,easy,positivefb
17,16,6,0.5732298999,1,319,-8.586288725590139e-06,easy,positivefb
18,16,6,1.1062099,1,361,3.0448117817139127e-06,medium,positivefb
19,16,5,0.6475338,1,628,1.1495136811753083e-05,easy,positivefb
20,16,5,0.7321667999,0,415,-1.7111732457811571e-06,hard,positivefb
21,16,6,0.8453151002,0,321,4.169024920066854e-06,hard,positivefb
22,16,6,0.6044979,1,335,4.201912355488346e-06,medium,positivefb
23,16,5,1.0423987999,1,427,3.385033113890635e-06,hard,positivefb
24,16,6,0.6816865001,1,352,-5.615102334948247e-06,easy,positivefb
25,16,6,0.7587563,1,312,9.762814347065128e-07,medium,positivefb
26,16,5,1.6455403999,1,492,-1.958572910009879e-06,hard,positivefb
27,16,6,0.7162519998,1,398,2.5979353874009298e-06,hard,positivefb
28,16,4,1.9418231002,1,404,3.704672486946728e-06,hard,positivefb
29,16,5,0.8359936001,1,630,-7.962179110485975e-06,medium,positivefb
30,16,6,0.9130919999,1,345,1.1143931977278959e-05,medium,positivefb
31,16,6,1.2283806999,1,335,-5.549487276385944e-06,easy,positivefb
32,16,4,1.5046037,0,345,6.090349207829628e-06,easy,positivefb
33,16,6,1.0308129,0,323,-5.5838090780378004e-06,hard,positivefb
34,16,6,0.6990264,1,414,-7.926589254157218e-06,hard,positivefb
35,16,6,0.6434082,1,327,4.642390574849463e-08,easy,positivefb
36,16,5,0.5969616999,1,469,3.867014933952024e-06,medium,positivefb
37,16,6,0.7208911001,1,345,6.933037788382892e-06,medium,positivefb
38,16,6,0.6136298999,1,341,-9.665633157443286e-06,medium,positivefb
39,16,4,0.583136,1,755,1.78666923895625e-06,medium,positivefb
40,16,1,0.6553036999,0,1036,7.400092451690883e-06,easy,positivefb
41,16,6,0.8859739001,1,420,-6.724171373334974e-06,easy,positivefb
42,16,5,0.5921866999,1,959,-1.1682768103594762e-05,hard,positivefb
43,16,5,0.5648908,1,549,2.4678812731772347e-06,medium,positivefb
44,16,5,1.0769944,0,406,3.137486024231303e-06,easy,positivefb
45,16,6,0.6676055,0,430,-2.366901477242529e-06,hard,positivefb
46,16,5,0.8643002,1,397,5.079367915973148e-06,medium,positivefb
47,16,6,0.6615154,1,343,-4.9875719509321305e-06,medium,positivefb
48,16,5,0.7816587,1,476,-3.8266778354379096e-06,medium,positivefb
49,16,4,1.1995871998,1,461,2.8566021451730848e-06,easy,positivefb
50,16,5,1.2339915,1,523,8.011145728062415e-06,hard,positivefb
51,16,6,0.7854008002,0,378,8.181205935594857e-07,hard,positivefb
52,16,6,0.7303334,1,546,2.657830625990207e-06,easy,positivefb
53,16,5,1.2470863,1,396,1.5744352137632405e-05,easy,positivefb
54,16,5,0.8115598001,1,416,4.5453151402187765e-06,hard,positivefb
55,16,6,0.6599718998,1,343,-6.184576543760924e-06,easy,positivefb
56,16,6,0.7149425,1,400,-1.4494491694594759e-05,medium,positivefb
57,16,6,0.6411250001,0,425,5.817064587948608e-06,hard,positivefb
58,16,6,0.9004844001,1,350,1.5955792527012826e-05,easy,positivefb
59,16,5,0.8198011999,0,338,4.294762670807011e-06,hard,positivefb
60,16,6,0.7372556999,1,314,-5.76386185504065e-06,easy,positivefb
61,16,5,0.8280001001,1,303,4.036364374156231e-06,hard,positivefb
62,16,6,0.6411461001,0,380,5.301374072180194e-06,medium,positivefb
63,16,6,0.6627638999,1,294,-4.2228549750411485e-06,medium,positivefb
64,16,6,0.6182303,1,308,3.835848655341948e-07,easy,positivefb
65,16,5,0.7341082001,1,462,-1.463148565965985e-06,medium,positivefb
66,16,6,0.7966368,0,287,-4.669130402694007e-06,hard,positivefb
67,16,6,0.6264481,1,345,3.0813351343620026e-06,medium,positivefb
68,16,6,0.6454983999,1,279,7.187661339783684e-06,medium,positivefb
69,16,6,0.5833212,0,295,5.427985359972388e-06,easy,positivefb
70,16,1,0.6640438,0,724,-4.39043899757116e-06,hard,positivefb
71,16,6,0.6669504,1,304,3.653714900168803e-06,easy,positivefb
72,16,6,0.5730022001,1,335,1.7207505380456564e-06,medium,positivefb
73,16,6,0.6116503999,1,300,-6.683371567704965e-06,easy,positivefb
74,16,6,0.8080712,1,307,7.26419307985077e-07,hard,positivefb
75,16,5,1.1014435999,1,334,8.893464934040693e-07,hard,positivefb
76,16,6,0.6929488999,1,312,-8.612020718466495e-06,medium,positivefb
77,16,6,0.7633841,1,287,-1.9266214248225004e-06,easy,positivefb
78,16,6,0.6534655001,1,285,-1.3990754593320726e-06,medium,positivefb
79,16,6,0.5430772998,1,351,-5.41415294933664e-06,medium,positivefb
