,sub,cj,rt,cor,rtcj,average_P3_amplitude,difficulty,condition,frontal_P3_amplitude
0,11,6,1.0220388999,1,1580,1.4554077446060747e-05,hard,negativefb,-1.7527333220575546e-05
1,11,6,1.7146367,1,1467,1.0927538909644876e-05,easy,negativefb,-6.303414140835842e-06
2,11,3,2.7740979,0,2485,1.0240141376982055e-05,medium,negativefb,2.3997681136020323e-07
3,11,5,1.990264,1,3013,2.218935728734715e-06,easy,negativefb,1.476472178523e-05
4,11,5,1.4120361999,1,2135,1.3643835944798158e-05,medium,negativefb,-1.3069288577576282e-05
5,11,5,0.8916605,1,607,1.0379786705439025e-05,medium,negativefb,-2.159703929972658e-06
6,11,3,2.1155815,0,1241,1.4102948032884644e-05,medium,negativefb,-2.14397619867288e-05
7,11,5,1.4841251,1,1423,1.5988868517596936e-05,hard,negativefb,9.455900989437663e-07
8,11,5,1.8799466001,1,308,5.9703260317092795e-06,medium,negativefb,7.513428363688472e-06
9,11,6,0.8385686,1,825,8.873343314509753e-06,easy,negativefb,-6.386115030433821e-06
10,11,4,2.1028316,1,1143,1.606415521997576e-05,hard,negativefb,5.626109623158307e-06
11,11,5,1.3184975999,1,825,5.630342015837727e-06,hard,negativefb,1.6948926466571715e-05
12,11,5,1.7627562,1,1747,1.2424034012456888e-05,easy,negativefb,6.6243061220621386e-06
13,11,3,2.3616449001,0,530,1.441047979913471e-05,hard,negativefb,2.660580597025748e-05
14,11,4,1.1472708,1,818,-7.283836947543659e-06,hard,negativefb,-1.881147131018955e-06
15,11,5,1.1738053999,1,693,2.9108273473734197e-05,easy,negativefb,-1.6588121223914924e-05
16,11,4,1.883766,1,1056,6.3094706127807145e-06,hard,negativefb,2.6841994502987388e-06
17,11,5,3.0356216,1,1104,1.177460762442145e-05,hard,negativefb,4.1822958417184237e-07
18,11,4,1.2966921,0,621,2.0237666608783675e-05,medium,negativefb,2.047565007307109e-06
19,11,6,0.8910758001,1,990,1.1704075388037172e-05,easy,negativefb,-6.767035416162312e-07
20,11,5,0.9943061,1,305,2.4712601685969248e-06,easy,negativefb,-2.032680803616101e-06
21,11,5,1.0034662,1,512,2.95140324573748e-06,hard,negativefb,3.0415087076794237e-06
22,11,6,0.9516854,1,423,1.3725692043349894e-05,medium,negativefb,-4.2808854239287065e-06
23,11,6,0.8337168001,1,425,7.724297751098296e-06,medium,negativefb,1.2140308999417693e-05
24,11,5,1.5432352,1,509,2.0868626102764097e-05,easy,negativefb,-6.912762717232896e-06
25,11,5,0.7981885,1,351,-2.1135805397389534e-06,easy,negativefb,6.304890010178128e-06
26,11,5,0.9730927,1,351,2.7182333008021655e-05,easy,negativefb,-6.012161628897719e-06
27,11,4,2.308401,0,407,-8.116820762894062e-06,medium,negativefb,9.67374637978324e-06
28,11,5,1.0276622999,1,303,1.0133634664452e-05,hard,negativefb,3.958531396963684e-06
29,11,5,2.6816156999,0,354,6.9653813005717995e-06,hard,negativefb,1.2551585726615189e-05
30,11,5,1.9206629,0,505,1.124109894075739e-05,medium,negativefb,1.1044515121789606e-05
31,11,3,2.9540057,0,977,6.586203505616372e-07,hard,negativefb,1.874586053169548e-05
32,11,5,0.9517014,1,472,1.5315487389686144e-05,easy,negativefb,-3.832232555676655e-06
33,11,6,0.9022381,1,324,2.147813402787834e-07,medium,negativefb,8.573597297834728e-06
34,11,6,0.9672821,1,358,1.4128382303630775e-05,easy,negativefb,1.3420456322706418e-05
35,11,5,0.8692149001,1,517,-1.792227671898017e-06,medium,negativefb,1.1040406578742752e-05
36,11,6,0.8415405999,1,353,8.7186996034657e-06,easy,negativefb,-4.547557507836244e-06
37,11,6,0.9415673,1,529,1.7745705722207063e-05,easy,negativefb,-1.4658964078317717e-06
38,11,6,0.7967385,1,350,9.882935608009496e-06,medium,negativefb,5.317408236572663e-06
39,11,6,0.9443889,1,459,7.345472145583213e-06,medium,negativefb,3.1079156302931946e-06
40,11,5,1.610321,1,308,1.6390062143906134e-05,medium,negativefb,-1.1535247983008193e-05
41,11,3,1.6005296999,0,524,2.512502167471685e-06,hard,negativefb,-8.771211070085246e-06
42,11,5,2.1841279001,1,947,2.1445858422804992e-05,hard,negativefb,4.445701585442205e-07
43,11,3,2.7656256,0,685,2.4676921775815804e-05,hard,negativefb,1.7217780760124726e-05
44,11,5,1.511747,1,965,1.1366139033866108e-05,easy,negativefb,-1.2303076020426053e-06
45,11,4,1.6915573,1,174,1.4490300197177904e-05,medium,negativefb,-9.992958532893661e-06
46,11,5,0.9823638999,1,830,1.054151569214744e-05,easy,negativefb,-5.318420333305445e-06
47,11,5,0.6773405001,1,311,1.804198614051458e-05,medium,negativefb,-7.003112757747827e-06
48,11,5,0.5840462,1,323,9.119986092130665e-06,easy,negativefb,-5.843564583153721e-06
49,11,3,1.5193512,1,491,1.2619562918018264e-05,hard,negativefb,-6.511788151109271e-06
50,11,5,1.1819533,1,668,1.4345990746459232e-05,easy,negativefb,2.7501575301581985e-06
51,11,5,2.5062265999,1,206,-4.357213519487152e-06,hard,negativefb,4.766659168176228e-06
52,11,4,1.3695999,1,339,2.067736658673272e-05,easy,negativefb,-2.6722301870864036e-05
53,11,5,1.0391708,1,511,1.4758621327285786e-05,medium,negativefb,2.335780077313332e-06
54,11,5,1.2191560999,1,349,1.0500013414643682e-05,hard,negativefb,-6.973525528676811e-06
55,11,5,0.8011104,1,290,2.0594207640001252e-05,easy,negativefb,-1.0411979651071736e-05
56,11,5,0.8199157,1,360,1.7288809760756107e-05,easy,negativefb,-2.1324123514636135e-05
57,11,5,0.8322411,1,250,1.7876555576467654e-05,hard,negativefb,-8.754819388587318e-06
58,11,5,1.9595114001,0,2357,4.694724561151381e-06,hard,negativefb,1.2160902050555039e-05
59,11,5,0.837855,1,553,1.7016566470952032e-05,easy,negativefb,-1.813297025153936e-05
60,11,4,2.9294352001,1,689,1.0931657180415793e-05,medium,negativefb,1.0243400115281636e-06
61,11,4,1.7205238,1,274,1.1902885070110377e-05,hard,negativefb,4.179114014069413e-06
62,11,5,1.2197766,1,554,1.3043324051120502e-05,easy,negativefb,1.0339199793770833e-05
63,11,5,0.9245041,1,274,7.347811763913986e-06,hard,negativefb,1.9204182939124557e-05
64,11,5,1.4181921,0,417,1.3403799198393811e-05,hard,negativefb,-8.565316886402865e-06
65,11,4,3.9913569,0,403,1.2613706832235394e-05,hard,negativefb,3.4488111181100904e-06
66,11,5,1.5099783,1,375,2.0242545294692477e-05,medium,negativefb,-2.683957490941315e-06
67,11,4,1.8642138999,1,658,2.186085785794513e-05,medium,negativefb,-9.145334697812373e-06
68,11,5,1.0173062,1,370,1.5357730625570155e-05,easy,negativefb,5.744289650227272e-06
69,11,5,1.2559705999,1,196,2.311154395351933e-05,medium,negativefb,-1.461024575684369e-06
70,11,4,2.0955398,0,363,1.1999869306805432e-05,hard,negativefb,-9.705711668067775e-06
71,11,5,0.7961322,1,239,9.903445563517248e-06,easy,negativefb,3.885247293596407e-06
72,11,6,1.0202618,1,801,9.841893730788166e-06,easy,negativefb,-7.408484480388102e-06
73,11,6,1.0191018,1,187,1.4432662054720437e-05,easy,negativefb,-3.1769194541679697e-06
74,11,6,1.4218656,1,349,7.575180307181586e-06,medium,negativefb,-2.009144340253574e-06
75,11,5,1.0101041,1,234,-9.005092729260955e-07,medium,negativefb,1.8659129818155517e-06
76,11,4,2.4561731,1,225,1.006881245997629e-05,hard,negativefb,1.1308962922461666e-05
77,11,4,2.2845313001,1,383,8.116632272517152e-06,medium,negativefb,-6.592160630477237e-06
78,11,5,1.3615490999,1,221,1.169854421441217e-05,medium,negativefb,6.737632411581237e-06
79,11,5,1.156114,1,263,1.107866361696831e-05,medium,negativefb,-6.455224104669497e-06
80,11,4,1.5428708,1,531,4.044238778745492e-06,medium,negativefb,-8.034846630075531e-06
81,11,3,2.4986234,1,636,1.3567293409701565e-05,hard,negativefb,8.811365792813365e-06
82,11,5,1.0420668999,1,379,9.662338252232815e-06,easy,negativefb,1.5026632527142678e-05
83,11,6,1.3477966001,1,265,1.3276491293318722e-06,medium,negativefb,1.4212322330333906e-05
84,11,4,2.0098168,1,641,2.2048856502203088e-05,medium,negativefb,-1.2282625294855637e-05
85,11,4,1.8009037999,1,450,4.7618423601289203e-07,medium,negativefb,8.71942055170108e-06
86,11,4,2.7611954,0,710,5.410198171042679e-06,hard,negativefb,-6.874881647443898e-07
87,11,4,1.5325495,1,543,3.6638330202502062e-06,hard,negativefb,-4.0078175067024924e-06
88,11,4,1.8658805999,1,690,9.890576720121725e-06,easy,negativefb,5.604156153771056e-06
89,11,3,1.7060406001,1,211,3.386304228905447e-06,hard,negativefb,1.73658726312737e-05
90,11,5,1.2491438,1,1053,9.683218135061025e-06,medium,negativefb,2.4346369717822077e-06
91,11,4,3.0948410999,1,339,1.2448134124226074e-05,medium,negativefb,4.163526276887649e-06
92,11,4,1.1819534999,1,313,7.426148412807381e-06,hard,negativefb,1.159785921679964e-05
93,11,4,0.9133529001,1,377,1.0489938390256014e-05,easy,negativefb,-1.0643604437528764e-05
94,11,5,0.8835018,1,312,1.518040247914943e-05,medium,negativefb,-5.807206761033363e-06
95,11,6,1.4281875,1,632,5.808652661699524e-06,easy,negativefb,7.727289207912354e-06
96,11,6,0.8257641,1,272,-2.758084852608196e-06,medium,negativefb,9.526674523543046e-07
97,11,6,0.9199922,1,276,7.349970510558125e-07,hard,negativefb,1.772450226101727e-05
98,11,4,3.2186444,1,235,2.4451917994303522e-05,hard,negativefb,-1.163243319746847e-05
99,11,5,1.4427733,1,459,1.2891900877663191e-05,easy,negativefb,4.5701897884212105e-06
100,11,6,1.3193987,1,359,1.877957729564642e-05,easy,negativefb,-1.3669609301519738e-05
101,11,5,1.2983107,1,236,-3.2633052646889213e-06,easy,negativefb,1.2991940201234087e-05
102,11,5,0.9249523,1,321,1.8289405904722093e-05,hard,negativefb,4.6575428119231975e-07
103,11,5,0.9375389999,1,386,1.8232543922757987e-05,hard,negativefb,-2.0868332193274608e-05
104,11,5,0.8214103,1,474,1.2664507325518407e-05,easy,negativefb,-5.535279946539945e-06
105,11,5,1.7382062,1,485,1.849273250060545e-05,hard,negativefb,-3.299027612971539e-06
106,11,6,1.1270946,1,280,-9.34925677488635e-07,hard,negativefb,3.1159265987339352e-06
107,11,6,0.7999493,1,303,-6.025908074518903e-06,easy,negativefb,1.4075816465283095e-06
108,11,6,0.7895842,1,295,1.5390068903325072e-05,easy,negativefb,6.0886700922436645e-06
109,11,5,1.3177721,1,409,1.545304357777292e-05,hard,negativefb,-4.00536210161524e-06
110,11,6,0.9010922,1,568,1.1261524266604131e-05,hard,negativefb,4.568255406705563e-06
111,11,5,1.4940135001,1,328,1.4975785055429147e-05,hard,negativefb,-4.2890025796286535e-06
112,11,5,0.6820763,1,419,5.551489538590296e-06,medium,negativefb,-3.275206299425939e-05
113,11,5,0.760029,1,279,2.0239604215034624e-05,hard,negativefb,-1.0330994765104633e-05
114,11,5,0.8307987,1,334,-4.8095858247107825e-06,medium,negativefb,7.970551311553928e-06
115,11,5,0.8746980999,1,353,2.2607972329003532e-05,medium,negativefb,-7.79683021355995e-06
116,11,5,0.9401897,1,256,5.7074524153810436e-06,medium,negativefb,-1.0939593858947677e-06
117,11,5,0.7565165,1,331,1.2041544692353345e-05,easy,negativefb,-7.530792270125748e-06
118,11,5,0.9117570999,1,348,1.8452615537672227e-05,medium,negativefb,2.0708202182433653e-06
119,11,3,2.5606106,0,1435,2.4956713428032266e-06,medium,negativefb,3.2146993409086635e-06
120,11,6,1.3902324999,1,187,3.8578203384070404e-06,easy,negativefb,7.651730705072579e-06
121,11,6,0.6256696,1,351,9.73400428450646e-06,easy,negativefb,-1.4260364924131714e-05
122,11,6,1.409526,1,460,3.41065879283373e-06,medium,negativefb,5.106143577656362e-06
123,11,5,1.2138228,0,188,1.2343514275995458e-05,medium,negativefb,-2.6877970870023595e-06
124,11,6,0.805457,1,215,8.84558960485504e-06,easy,negativefb,2.6599797371676253e-06
125,11,6,1.1433404,1,164,-2.700999757968584e-06,hard,negativefb,9.222661862936218e-06
126,11,4,1.7167921,0,876,9.271594985416516e-06,hard,negativefb,-8.378396807812381e-06
127,11,6,0.7861976,1,540,6.061002421134175e-06,easy,negativefb,-4.015740884553086e-06
128,11,6,0.9838423,1,338,1.3125919873146044e-05,medium,negativefb,1.9577653519894335e-06
129,11,6,0.9244350999,1,307,2.6517579482549528e-05,medium,negativefb,-5.565545200952047e-06
130,11,6,0.6344576001,1,272,5.551554738745975e-06,easy,negativefb,-4.617520114491537e-06
131,11,6,0.7553743999,1,266,-3.773086921029166e-06,medium,negativefb,1.1865788205665234e-06
132,11,5,1.2129956,1,242,1.2559304659901215e-05,hard,negativefb,-1.3657263559051184e-05
133,11,4,1.8516436,0,418,1.8144086696509707e-05,hard,negativefb,-2.111226422959609e-06
134,11,4,1.2151352001,0,259,6.779046754936367e-06,hard,negativefb,6.8739015540713116e-06
135,11,4,1.8022393,1,354,2.3583216959741823e-06,easy,negativefb,9.510107681896293e-06
136,11,3,0.8927719999,0,1091,9.03773470795149e-06,hard,negativefb,2.2197602008239355e-05
137,11,4,2.4832972999,1,1014,5.5338880036587175e-06,hard,negativefb,1.380139990603908e-05
138,11,4,1.1102508,1,645,3.5641443336626416e-05,easy,negativefb,8.76153312417111e-06
139,11,5,1.1005495001,1,355,5.818008518321778e-06,easy,negativefb,2.848441367570325e-06
140,11,5,0.6353516,1,351,1.4152031199491081e-05,easy,negativefb,-9.246003893255758e-06
141,11,4,1.7901983,1,1132,1.0971288470762941e-05,hard,negativefb,2.7176118462411643e-06
142,11,6,0.8260041999,1,481,7.46257647921798e-06,easy,negativefb,-1.1683215668630567e-06
143,11,5,1.2460961,1,239,1.344168045548836e-05,easy,negativefb,1.1692995692544877e-05
144,11,4,2.3542398999,1,491,2.9397812684922045e-06,hard,negativefb,-2.458004751162255e-05
145,11,3,1.5345701,0,253,1.0811761661189145e-05,hard,negativefb,1.1102298042868483e-05
146,11,5,0.9466274,1,448,1.411032378335794e-05,easy,negativefb,3.309342789347063e-06
147,11,4,1.4825671,1,549,1.3178782134225099e-05,medium,negativefb,3.856918659616233e-06
148,11,3,1.4920713999,1,4982,-1.34027332929734e-05,hard,positivefb,3.2631654800214447e-07
149,11,4,0.8111048,1,754,3.6372222425370656e-06,hard,positivefb,7.122568507781618e-07
150,11,5,0.743817,1,648,7.553591924983999e-06,easy,positivefb,1.414809330871492e-05
151,11,4,1.1793045001,1,771,3.1852942660373397e-06,hard,positivefb,1.519712031271773e-05
152,11,4,1.8105,0,591,-2.033497458039554e-06,hard,positivefb,-1.0643451274189312e-05
153,11,6,1.3406562,1,692,1.238215931581227e-05,easy,positivefb,3.059296044967316e-06
154,11,5,1.4565934,1,578,8.287224425547325e-06,medium,positivefb,2.96393578697101e-07
155,11,4,0.8329613999,1,412,1.3994084245099302e-05,medium,positivefb,-5.682153647303495e-06
156,11,4,0.7850887,1,351,1.4126031515301025e-05,easy,positivefb,2.041425021889022e-06
157,11,4,2.1582793,1,350,5.737632576013292e-06,hard,positivefb,8.318629900839134e-06
158,11,5,1.0105297,1,299,1.9840126811355869e-07,easy,positivefb,5.163102278197366e-06
159,11,5,1.0993948,1,438,1.3248599681955953e-05,easy,positivefb,1.218445421203986e-06
160,11,5,0.7084395001,1,539,6.435149886360987e-06,medium,positivefb,1.1922697824021658e-06
161,11,4,1.2089227999,0,920,2.853062791567583e-06,hard,positivefb,-5.2441730295807055e-06
162,11,5,1.0929136,1,299,1.2152053690100388e-05,medium,positivefb,-6.185103527509149e-07
163,11,5,0.6620313999,1,330,2.0011580137032863e-05,easy,positivefb,-4.600794886512858e-07
164,11,5,0.961168,1,1527,2.218836888858641e-05,easy,positivefb,-1.5095995740809077e-05
165,11,5,0.8003932,1,301,-4.697723224559051e-06,easy,positivefb,2.7042752182448478e-05
166,11,3,2.111635,1,607,1.273649298615422e-05,medium,positivefb,3.3968293589405943e-06
167,11,5,0.7678482999,1,160,4.902700560801821e-06,medium,positivefb,1.2900121283924146e-05
168,11,5,0.7862157,1,315,1.0121776173269371e-05,medium,positivefb,-1.8480532146916548e-06
169,11,5,0.7763747,1,261,1.1411013712563206e-05,easy,positivefb,-1.8330766326561185e-06
170,11,5,0.7193775,1,271,1.8144894643029693e-05,easy,positivefb,9.969581172201813e-07
171,11,4,0.6858707001,1,397,2.75836925730355e-05,medium,positivefb,-1.3580920478358608e-05
172,11,5,0.7977494,1,257,9.103607799037517e-06,easy,positivefb,-8.346217702096922e-06
173,11,5,0.9232083,1,387,1.484341287763773e-05,medium,positivefb,3.9720883717759964e-06
174,11,4,0.9606848001,1,336,2.0542898512939782e-05,hard,positivefb,3.0529841170872496e-06
175,11,4,0.7061013,1,315,1.4854385945638226e-05,medium,positivefb,-1.423328554923931e-05
176,11,5,0.7485989,1,306,7.890640292144667e-06,medium,positivefb,-1.2846839480155919e-05
177,11,4,0.7399569,0,332,6.776599303092515e-06,hard,positivefb,1.0656725234325694e-05
178,11,3,1.5995445,1,194,1.7823552884128103e-05,medium,positivefb,-4.405465734153369e-06
179,11,3,1.1148183,1,385,7.130028251066926e-06,easy,positivefb,-1.4709371081212302e-06
180,11,4,1.4128994,1,252,4.571788504482001e-06,hard,positivefb,8.917347108459639e-06
181,11,3,1.7444736999,0,1567,1.4574889068154797e-05,medium,positivefb,4.872001207392612e-06
182,11,5,0.8605246,1,577,9.367562502434272e-06,medium,positivefb,1.2676094303895243e-05
183,11,4,1.136712,1,335,3.752605714527178e-06,hard,positivefb,-3.1876577284979185e-06
184,11,5,0.7255821001,1,313,8.33064284188851e-06,easy,positivefb,-6.436116404031784e-06
185,11,5,0.7533438,1,337,2.0278579273366884e-06,hard,positivefb,8.40349426425837e-06
186,11,4,1.4294481999,0,313,-2.898180813604351e-06,hard,positivefb,-3.704072211910591e-06
187,11,5,0.7463773,1,385,7.531286293232098e-07,easy,positivefb,6.953036462207966e-07
188,11,4,1.2957741,1,799,5.970209477930638e-06,hard,positivefb,-7.037480858968062e-06
189,11,5,0.8436869,1,339,2.0361581471611546e-05,easy,positivefb,1.933670320551486e-06
190,11,5,0.7919194,1,263,3.645135561892685e-05,easy,positivefb,-2.6931275410685394e-05
191,11,4,0.9311296,1,571,9.504572539755046e-06,medium,positivefb,-1.3034026067766458e-05
192,11,4,0.7582794001,1,264,1.0804522299733447e-05,easy,positivefb,1.1455717961841422e-05
193,11,4,1.7480972999,1,524,1.5503789988304672e-05,hard,positivefb,-3.2893722447388926e-06
194,11,4,0.9095764001,1,800,9.295767890041941e-06,medium,positivefb,-2.0713134441195515e-05
195,11,5,1.0270883001,1,362,1.0777114803237277e-05,hard,positivefb,2.5181371259197686e-05
196,11,5,1.2327753,0,221,2.679085131506505e-06,hard,positivefb,4.690821247608333e-06
197,11,4,2.1109651,1,178,5.257421073192994e-06,medium,positivefb,-2.234380196302488e-06
198,11,3,2.5019322999,0,235,2.7854654779024147e-05,hard,positivefb,-1.3414631525351401e-05
199,11,4,1.3266875,0,224,6.357235611861594e-06,hard,positivefb,5.132595197801999e-06
200,11,4,1.3230669,1,197,2.293643003415005e-05,hard,positivefb,3.0316169235589558e-06
