,sub,cj,rt,cor,rtcj,average_fr_amplitude,difficulty,condition
0,17,5,0.8736480002,0,962,1.1142431423414032e-05,hard,positivefb
1,17,2,0.8464499,1,812,3.17468089135863e-06,medium,positivefb
2,17,5,0.9974021001,1,1450,-6.448671803696839e-06,medium,positivefb
3,17,5,0.8599592999,1,942,-3.5110356048109133e-06,medium,positivefb
4,17,5,0.8166006999,0,955,7.39363954138245e-06,hard,positivefb
5,17,5,1.0703808998,1,700,-4.989439498659584e-06,hard,positivefb
6,17,4,1.0112113,1,1063,1.175945444798468e-05,medium,positivefb
7,17,4,1.6126281999,1,527,-1.6201102366733094e-05,hard,positivefb
8,17,5,0.8895950001,1,850,3.2279195457227335e-06,medium,positivefb
9,17,5,1.5252262,1,918,-7.558088461738201e-06,easy,positivefb
10,17,5,0.9406025,0,558,-1.3077238185547402e-05,easy,positivefb
11,17,5,0.8156554,1,650,-7.095312998243046e-07,medium,positivefb
12,17,4,1.4426517999,1,521,-3.749541048488825e-06,medium,positivefb
13,17,4,1.5100117,1,916,9.699776345581768e-06,medium,positivefb
14,17,5,0.8639702001,1,607,3.181939525363619e-06,hard,positivefb
15,17,6,1.2219449,1,537,6.16813664406277e-06,easy,positivefb
16,17,5,1.3747818002,1,464,2.548300401572249e-06,hard,positivefb
17,17,5,1.4521711001,1,735,2.665763098666081e-06,easy,positivefb
18,17,4,1.7753657,1,365,2.561137130412151e-06,medium,positivefb
19,17,5,0.8091416999,1,705,1.603671253692913e-05,medium,positivefb
20,17,5,0.7689918,1,505,5.103664886575809e-06,medium,positivefb
21,17,4,1.5525698999,0,506,6.1352269846892525e-06,easy,positivefb
22,17,4,1.2005228999,0,1432,-9.321799681545556e-07,medium,positivefb
23,17,5,0.9346624999,1,421,5.706842273491338e-06,easy,positivefb
24,17,5,1.0211593001,0,510,-2.428047209450118e-06,hard,positivefb
25,17,5,1.0333855001,1,419,2.739826415611602e-06,medium,positivefb
26,17,5,0.8719668002,1,418,3.9179985920013175e-06,medium,positivefb
27,17,5,0.8566008001,1,434,8.04244792572594e-07,easy,positivefb
28,17,5,1.2559472001,1,658,-4.853380799230598e-06,easy,positivefb
29,17,5,0.8831616,1,999,1.4192169555717078e-05,hard,positivefb
30,17,5,0.9585986999,1,459,1.4043499064514006e-06,hard,positivefb
31,17,5,0.7149783999,1,432,-6.160868816494852e-06,hard,positivefb
32,17,4,1.6929039001,1,301,-1.2882744703866245e-06,hard,positivefb
33,17,4,1.8896751001,1,536,-7.536756748070946e-06,easy,positivefb
34,17,5,0.7476810999,1,352,2.194817503192668e-06,medium,positivefb
35,17,5,0.7401206999,0,342,-2.890164887587852e-06,easy,positivefb
36,17,5,1.4211836001,1,883,-3.960898391795088e-06,hard,positivefb
37,17,5,0.8403528999,1,305,-5.840312089594459e-07,easy,positivefb
38,17,5,0.9528635999,1,754,-2.270627392693643e-06,easy,positivefb
39,17,4,1.1880995,1,438,-1.0347932963367758e-05,easy,positivefb
40,17,4,0.977774,1,1353,8.650729577278498e-06,medium,positivefb
41,17,5,1.4576907,1,364,-4.505818140835709e-06,easy,positivefb
42,17,5,0.8535569999,1,1519,-3.608316802203971e-06,easy,positivefb
43,17,4,0.9359853,0,1006,2.603910819667802e-06,easy,positivefb
44,17,5,0.8519092002,1,472,-1.3690019194948233e-06,easy,positivefb
45,17,5,1.2210245,1,583,3.193360968803034e-06,medium,positivefb
46,17,5,0.9766287999,1,955,2.4572410123762765e-05,easy,positivefb
47,17,4,1.2867962001,1,629,-9.547531842666732e-06,hard,positivefb
48,17,4,0.7133972,0,1043,-1.1104228118817404e-05,medium,positivefb
49,17,5,0.8343533,1,427,-3.909657477568189e-06,medium,positivefb
50,17,6,0.8848311,1,473,-4.064466454952732e-06,easy,positivefb
51,17,5,1.5175445999,0,332,1.044181998459249e-05,hard,positivefb
52,17,6,0.9214808,1,562,7.183630000738834e-06,medium,positivefb
53,17,4,1.4365703,0,671,2.3415037184322462e-07,medium,positivefb
54,17,5,0.9202095999,1,1682,-6.550911027036922e-06,easy,positivefb
55,17,5,1.4103196999,1,537,-3.7082764450355586e-06,medium,positivefb
56,17,5,0.9524017998,1,994,-1.0493977311540812e-07,easy,positivefb
57,17,4,1.1346849999,1,912,4.701891786886121e-06,medium,positivefb
58,17,5,0.8952007,1,363,-4.268195148730012e-06,easy,positivefb
59,17,4,1.1947885999,1,592,-7.826076416907664e-06,medium,positivefb
60,17,5,0.7175359998,1,380,1.0264528724328064e-05,hard,positivefb
61,17,4,1.2804576999,1,426,1.5104753320483097e-05,medium,positivefb
62,17,4,0.8020164999,1,1082,-5.759641481072417e-07,hard,positivefb
63,17,4,0.9176370001,1,439,1.0266392737437159e-05,easy,positivefb
64,17,4,1.0869282,1,573,7.782661918144229e-06,medium,positivefb
65,17,4,1.0350519998,1,736,-6.99819588948534e-06,easy,positivefb
66,17,4,1.5402817,1,615,-1.6326670964742228e-05,hard,positivefb
67,17,4,1.0919307999,0,278,-3.0370760222689016e-07,hard,positivefb
68,17,4,1.0478253001,0,484,1.3789228597835736e-05,medium,positivefb
69,17,5,0.7730526,1,533,-2.6847952447496566e-06,medium,positivefb
70,17,5,0.7414469998,1,323,5.907832547032562e-06,hard,positivefb
71,17,4,0.7655341001,1,812,-8.111849012580496e-07,easy,positivefb
72,17,5,0.7796682999,1,304,-7.793826744189806e-06,hard,positivefb
73,17,5,1.2869201999,1,659,3.6484815499422905e-06,easy,positivefb
