,sub,cj,rt,cor,rtcj,average_P3_amplitude,difficulty,condition,frontal_P3_amplitude
0,1,4,2.2938928,1,3906,-3.2984886673035656e-07,hard,positivefb,-2.2851920588436085e-07
1,1,6,1.4462772,1,969,8.216127702713494e-07,easy,positivefb,4.7722496707854805e-06
2,1,6,1.3251146,1,1087,4.243002579670387e-06,easy,positivefb,-5.082187499588396e-07
3,1,4,1.9432115,1,762,5.459397379408285e-06,hard,positivefb,1.6634884333964325e-06
4,1,6,1.5860728,1,463,1.3239229675041624e-05,easy,positivefb,6.960324571317605e-07
5,1,6,1.0468703,1,598,7.248940310283592e-06,medium,positivefb,-3.7545161271327656e-06
6,1,4,2.1653256,1,923,4.128836206550888e-06,medium,positivefb,5.939107184763834e-07
7,1,4,1.5907243,1,617,3.299781474147363e-06,medium,positivefb,-1.940589000706813e-06
8,1,3,1.5266242,0,775,6.623030807173199e-06,hard,positivefb,-8.865502534349873e-06
9,1,6,1.6187956,1,1050,2.5965155062607936e-06,medium,positivefb,4.772087569973705e-06
10,1,3,2.2612344,0,1097,2.080722131391345e-06,medium,positivefb,4.327787645554893e-06
11,1,4,1.2309415,1,1087,1.0291834905731661e-05,hard,positivefb,-1.8522827974189328e-06
12,1,6,0.9659229,1,405,5.91265859119723e-06,easy,positivefb,7.350592462219731e-06
13,1,4,1.5954009,1,660,-1.9313361530390904e-06,hard,positivefb,7.61570952712957e-06
14,1,5,1.1898344,1,795,4.987962792974189e-07,medium,positivefb,6.82027108375663e-06
15,1,5,2.3632557,1,498,-3.798348296554565e-06,medium,positivefb,1.1685147023398123e-05
16,1,3,1.6614691,0,963,-7.67685168183225e-06,hard,positivefb,1.6298473284989147e-05
17,1,5,1.0993266,1,819,1.8290523397909397e-06,easy,positivefb,4.132642571272311e-06
18,1,5,1.243607,1,420,-2.8177733666628305e-06,hard,positivefb,2.7101643744634626e-06
19,1,4,3.3694578,1,451,-5.614256436921289e-07,easy,positivefb,5.5736269030690766e-06
20,1,4,1.7954822,1,1195,6.607527947491603e-06,hard,positivefb,-3.2263733824375776e-06
21,1,4,1.6810031,1,1339,7.687517270350118e-06,medium,positivefb,-6.746493891573763e-06
