,sub,cj,rt,cor,rtcj,average_P3_amplitude,difficulty,condition,frontal_P3_amplitude
0,9,4,2.1989864999,1,317,-7.478991472298729e-06,easy,positivefb,-6.138171338575326e-06
1,9,5,1.45603,1,234,1.6302352800710244e-05,easy,positivefb,-1.1781592660824843e-05
2,9,5,0.8937827001,1,416,-1.2320954249059334e-05,medium,positivefb,6.181842105671675e-06
3,9,6,0.7279969001,1,869,8.891209063141592e-06,medium,positivefb,-4.489189345209598e-06
4,9,5,0.7412729,1,359,6.06605390865017e-06,easy,positivefb,-1.2358101543075607e-05
5,9,4,0.7344348,0,351,5.795465645919109e-06,hard,positivefb,-2.2098204147229695e-06
6,9,4,0.8948217001,0,352,8.07112023752236e-06,hard,positivefb,-1.8870690666614003e-05
7,9,5,0.7732490001,1,358,1.117941929997492e-05,hard,positivefb,-1.5593971691596673e-05
8,9,5,0.6872592,1,303,-6.8403697711680966e-06,easy,positivefb,1.0914249451002088e-05
9,9,5,0.7918279,1,326,7.343725054649343e-06,medium,positivefb,-8.523977279480863e-06
10,9,5,0.7360184001,1,335,2.359725590168078e-07,medium,positivefb,2.1326223511879596e-06
11,9,4,0.80879,1,388,7.388305279722952e-06,medium,positivefb,-8.953703712349642e-06
12,9,5,0.7902172001,1,360,-1.0672919240945374e-06,easy,positivefb,-3.92013027126456e-06
13,9,5,0.8010563001,0,285,3.1637632351401025e-06,hard,positivefb,-1.6573431825524793e-06
14,9,3,1.1254771,0,440,1.660912359020507e-05,hard,positivefb,-2.7707759245348874e-05
15,9,4,1.0724264,1,333,2.7555056598698715e-06,easy,positivefb,5.787396943688991e-06
16,9,3,1.3612024999,1,381,5.48468227240893e-06,hard,positivefb,4.3586725497874603e-07
17,9,5,0.9038635001,1,249,5.186747633836775e-06,medium,positivefb,3.1621420775124505e-06
18,9,5,0.6963835,1,262,7.932333141556973e-06,easy,positivefb,-6.033326416195244e-06
19,9,4,0.6666809999,1,277,1.592792339246252e-05,hard,positivefb,-3.636343255409193e-06
20,9,5,0.8198894999,1,300,1.4882323159781206e-06,easy,positivefb,-4.3804785767716614e-06
21,9,5,0.9624305001,1,268,1.621063881210837e-06,medium,positivefb,-1.0717913707659269e-06
22,9,4,0.9120005,1,304,3.5932963287653546e-06,medium,positivefb,-1.0681545807441081e-05
23,9,5,0.95514,1,193,3.5077043624697143e-06,easy,positivefb,2.3592493964205373e-06
24,9,4,0.9528666,1,231,-5.7872083704649455e-08,easy,positivefb,6.150810437614278e-06
25,9,5,0.8141123001,1,224,1.6128312181620648e-05,medium,positivefb,-7.3169625231863186e-06
26,9,4,0.7720811999,0,203,7.5833352986835105e-06,easy,positivefb,-5.443995480711563e-06
27,9,4,1.1601454,0,264,-1.0940263729706762e-06,hard,positivefb,-1.2856241753653885e-05
28,9,3,1.7963432,1,186,-8.450023003916457e-06,hard,positivefb,9.0072942285501e-06
29,9,4,1.1107923,1,215,4.7851272518443165e-06,medium,positivefb,-9.919052734628504e-06
30,9,5,0.8303339001,1,225,1.0552158079814817e-05,medium,positivefb,-5.114728088227584e-06
31,9,3,1.5706225,1,205,-1.1449371406597212e-05,medium,positivefb,1.0246549140087823e-06
32,9,4,0.8907691,1,194,3.5959030730211455e-06,medium,positivefb,1.2512445665711354e-05
33,9,3,1.0660888,1,244,8.217453602046858e-06,hard,positivefb,-1.54186534519505e-05
