,sub,cj,rt,cor,rtcj,average_PE_amplitude,difficulty,condition
0,12,5,1.6180289,1,6996,-1.2807231070572412e-05,hard,easy
1,12,6,1.5374999,1,1728,-1.447924235616054e-06,easy,easy
2,12,5,1.7946529001,1,1942,6.117435532308441e-06,easy,easy
3,12,5,1.6496973,1,1466,-2.288674342431619e-05,medium,easy
4,12,5,1.1127926001,1,1414,-4.38146288453929e-06,medium,easy
5,12,2,1.4977818,1,1365,1.1078538526587099e-07,hard,easy
6,12,6,1.5309028999,0,997,-6.959706642613049e-06,hard,easy
7,12,5,1.4872844,1,960,3.7575597663845836e-06,medium,easy
8,12,6,0.9859847,1,949,1.798408780143072e-05,easy,easy
9,12,6,0.9008237,1,1066,3.771141095983406e-06,medium,easy
10,12,5,1.8961244,0,1143,-1.8081527453368293e-06,hard,easy
11,12,6,1.1361685999,0,1023,-1.012052241641002e-06,hard,easy
12,12,6,0.8069475,1,1017,-1.4999347734770668e-06,hard,easy
13,12,6,1.2461172,1,898,-8.92987943345389e-07,medium,easy
14,12,5,1.7326041,1,891,3.3742491545644665e-05,medium,easy
15,12,6,1.5708178,1,716,7.316514587503557e-06,medium,easy
16,12,6,0.8797973001,1,831,8.908234090155827e-06,easy,easy
17,12,5,1.4992619,1,774,-6.523544780226138e-06,hard,easy
18,12,4,1.6547337,1,792,3.178764059316649e-05,easy,easy
19,12,6,0.9986002001,1,697,4.1157176969941065e-07,easy,easy
20,12,6,1.0919004,1,812,-9.581985884927195e-06,medium,easy
21,12,5,1.4666613,1,788,1.3870951287706598e-05,hard,easy
22,12,6,0.8749210001,1,789,2.2859359993172437e-05,medium,easy
23,12,6,0.8229231,1,745,-2.3601025130863556e-06,easy,easy
24,12,6,1.1840353,1,687,4.587219546674639e-06,hard,easy
25,12,6,1.0118002,1,940,-8.4492636237112e-06,hard,easy
26,12,5,1.3554511,1,643,2.2836388009758705e-05,medium,easy
27,12,6,1.2864886001,1,665,3.616646038187975e-06,hard,easy
28,12,5,1.0815309001,1,1046,-5.42715566755619e-06,medium,easy
29,12,6,1.3985372999,1,584,-4.2846278978609805e-06,easy,easy
30,12,6,0.7529238,1,607,1.2456751009748982e-05,easy,easy
31,12,6,1.6398073001,0,1128,5.576995805828415e-06,hard,easy
32,12,6,0.9406927,1,738,-1.1464191529704552e-05,easy,easy
33,12,5,1.6895673,1,740,-7.810300634605438e-06,easy,easy
34,12,6,1.6621102,1,707,5.557398172750546e-06,easy,easy
35,12,5,1.5059889,1,749,1.0910808409363865e-05,hard,easy
36,12,5,1.2616893001,1,1184,1.065394563311226e-06,medium,easy
37,12,5,1.2623262,1,737,1.8725360291999436e-05,hard,easy
38,12,6,1.2414004999,1,677,-4.565022575707707e-06,easy,easy
39,12,5,1.2862402,1,570,-4.962958582332193e-06,hard,easy
40,12,6,0.9419448,1,801,3.5966370445422973e-06,easy,easy
41,12,6,0.9114972,1,719,-3.954393243776803e-06,medium,easy
42,12,4,1.2874667001,1,755,-3.793515555057326e-07,hard,easy
43,12,5,1.2578745,1,582,1.744296042383478e-06,medium,easy
44,12,5,1.4104733,1,745,1.0244960560379422e-05,medium,easy
45,12,5,1.1816097,0,895,7.158069616006495e-06,easy,easy
46,12,5,1.2846063001,1,539,8.77005808098011e-07,medium,easy
47,12,5,0.7905705001,1,665,1.2358345537068385e-05,hard,easy
48,12,4,1.5125300001,1,997,-8.544820688567097e-06,medium,easy
