,sub,cj,rt,cor,rtcj,average_fr_amplitude,difficulty,condition
0,19,6,0.9611801,1,571,-9.129144550785646e-06,medium,negativefb
1,19,6,2.4076400001,1,230,-3.0309536403016623e-05,medium,negativefb
2,19,2,1.3449334998,1,1083,-5.030877646779495e-06,hard,negativefb
3,19,5,0.5030348001,1,1240,-7.092298847898276e-06,medium,negativefb
4,19,5,1.7253292999,1,623,-1.9948286841869463e-05,hard,negativefb
5,19,6,0.8018504002,1,904,-9.875387874074157e-06,hard,negativefb
6,19,6,0.8050722999,1,712,-8.188349992876413e-06,easy,negativefb
7,19,5,0.7954942,1,1167,-1.2607730754643504e-05,medium,negativefb
8,19,5,0.8908299999,1,1072,-1.3198121107135755e-05,hard,negativefb
9,19,5,0.7532938002,1,728,9.256167046933986e-06,medium,negativefb
10,19,5,0.7630328001,1,559,-3.822023792116387e-06,easy,negativefb
11,19,4,1.1325466,0,1264,-1.7589404013546678e-05,medium,negativefb
12,19,5,1.1290376,0,675,-3.661873290434457e-06,medium,negativefb
13,19,6,0.8577343,1,738,-1.929244768894945e-05,hard,negativefb
14,19,6,0.8786797,1,603,-1.5700841364133947e-05,easy,negativefb
15,19,6,0.8734122,1,307,-1.9467241841863455e-05,easy,negativefb
16,19,6,0.9680182999,1,387,-2.6784278374048242e-05,easy,negativefb
17,19,5,0.7807572,1,689,-4.1347350835834895e-06,easy,negativefb
18,19,6,0.7248992,1,362,-2.10274650654051e-05,medium,negativefb
19,19,6,2.1279372,1,267,-1.4416252468389416e-05,hard,negativefb
20,19,5,0.9072235001,1,448,-4.422701728776162e-06,medium,negativefb
21,19,6,1.1272638999,1,516,-2.7476231752844992e-05,medium,negativefb
22,19,6,0.9763672999,1,987,-2.9519797441817628e-06,easy,negativefb
23,19,6,0.8539863999,1,372,-2.2553451658135045e-05,medium,negativefb
24,19,6,2.2537315001,0,303,-2.5119153296266182e-05,medium,negativefb
25,19,6,0.8899852,1,290,-2.589386837863735e-05,easy,negativefb
26,19,5,0.9685287999,1,1059,-5.071892825731383e-06,easy,negativefb
27,19,6,1.0331566001,1,402,-2.926888861945333e-05,easy,negativefb
28,19,5,1.0903693,1,617,-8.425044446324821e-06,hard,negativefb
29,19,3,1.3983457,1,661,-1.8883121642630697e-05,medium,negativefb
30,19,5,1.1506232,1,432,-4.87247632314386e-07,hard,negativefb
31,19,6,1.0075470998,1,604,-1.961028555067721e-05,easy,negativefb
32,19,5,1.1416724999,0,871,-2.2057813619992308e-05,hard,negativefb
33,19,6,0.9770835,1,1232,-6.297181522645652e-06,medium,negativefb
34,19,5,1.1431549999,1,883,-1.6654507755214056e-06,easy,negativefb
35,19,5,0.8756760999,1,529,-2.814265420674337e-06,easy,negativefb
36,19,5,0.8479607,1,1275,-1.0624073752389474e-05,easy,negativefb
