,sub,cj,rt,cor,rtcj,average_fr_amplitude,difficulty,condition
0,32,2,1.2463532002,1,1159,-1.654043809093796e-05,medium,positivefb
1,32,4,1.0705748,0,1471,5.785268545193871e-06,hard,positivefb
2,32,4,0.8593632001,0,981,2.0115387980086338e-05,easy,positivefb
3,32,4,1.1667585,0,595,-1.1342269995071686e-05,easy,positivefb
4,32,4,1.0461119004,1,555,1.0480045633798916e-05,easy,positivefb
5,32,4,1.0383037003,1,543,2.9845067981732698e-06,easy,positivefb
6,32,4,1.1119618001,1,799,1.4376076002171378e-05,medium,positivefb
7,32,4,0.9605891001,1,731,1.942938185371998e-05,medium,positivefb
8,32,4,1.2414993001,0,1216,1.1200081481361867e-05,hard,positivefb
9,32,4,1.0608938001,1,518,1.1677474112315973e-05,easy,positivefb
10,32,4,1.3249857002,0,463,1.474739131420614e-05,easy,positivefb
11,32,4,1.0787180997,1,806,4.258584848817018e-06,easy,positivefb
12,32,2,1.0723802997,1,861,5.780293590190316e-06,hard,positivefb
13,32,4,1.3984795003,1,405,-7.310436898865979e-06,hard,positivefb
14,32,4,1.1232862999,1,501,4.5203921650420947e-07,medium,positivefb
15,32,4,0.9100166,1,447,-7.593120381448998e-06,easy,positivefb
16,32,4,1.0128803002,1,552,1.0601828852509223e-05,medium,positivefb
17,32,3,0.9249105002,1,543,6.484497159352851e-06,hard,positivefb
18,32,6,1.2262844001,0,674,-1.574453233018166e-05,easy,positivefb
19,32,4,1.6869105999,1,727,-1.3795044362794377e-05,easy,positivefb
20,32,3,1.1258431999,0,1447,-1.3616803296470483e-05,easy,positivefb
21,32,4,1.1667032,1,419,1.0269893663367618e-05,easy,positivefb
22,32,4,1.0411869003,1,491,-9.910893832961117e-06,hard,positivefb
23,32,4,1.2471456998,1,617,-4.660344009657004e-06,medium,positivefb
24,32,6,0.8194072,1,475,1.6956687124852357e-06,medium,positivefb
25,32,5,0.8355155,0,873,-1.293167080288931e-05,hard,positivefb
26,32,4,1.0595799,1,520,-1.4178762009874991e-05,hard,positivefb
27,32,6,1.2090785,1,867,1.0209948515022788e-06,medium,positivefb
28,32,4,1.3666981999,1,520,-7.474191610934462e-06,hard,positivefb
29,32,5,1.1882234002,1,568,-1.5218393344433269e-05,medium,positivefb
30,32,3,1.1791992001,0,547,2.807717925414207e-06,hard,positivefb
31,32,3,1.4276771001,0,711,4.783979739966067e-06,hard,positivefb
32,32,4,1.1099136001,1,994,-6.094264605704823e-06,hard,positivefb
33,32,3,1.2825840996,0,538,1.9330038745070265e-06,medium,positivefb
34,32,4,1.0575579,0,444,-1.5913944525507115e-05,hard,positivefb
35,32,4,1.4894304001,1,603,-1.7924698842822342e-05,easy,positivefb
36,32,6,1.4647241002,0,853,-5.8040089832576665e-06,hard,positivefb
37,32,4,1.0834784,1,813,8.81079442137013e-06,easy,positivefb
38,32,4,1.1630136999,1,529,5.286126709572806e-06,hard,positivefb
39,32,5,1.7804835998,1,552,-3.0752353018572594e-06,hard,positivefb
40,32,5,1.2442872003,1,658,5.427624156745265e-07,medium,positivefb
41,32,5,1.2683925,0,616,-2.134659649408919e-06,hard,positivefb
42,32,4,0.8556529996,0,575,6.1965143187706e-06,medium,positivefb
43,32,5,0.8044541003,1,479,1.0063032670075805e-05,medium,positivefb
44,32,5,1.011372,1,659,1.2929945172197052e-06,medium,positivefb
45,32,6,1.1504856003,1,590,1.1243280464885124e-05,easy,positivefb
46,32,6,0.9972478999,1,578,-3.4552692899916304e-06,easy,positivefb
47,32,5,1.1331556998,1,687,1.2640783962025399e-06,medium,positivefb
48,32,6,1.1550281998,1,538,-7.2212680497579135e-06,easy,positivefb
49,32,6,1.5766650001,1,552,-7.647931349344575e-06,medium,positivefb
50,32,4,1.3267145003,0,562,-2.2162079373597422e-05,hard,positivefb
51,32,4,1.3190120002,1,597,1.582850533434375e-05,easy,positivefb
52,32,3,1.6451985999,0,639,1.2210329900185281e-05,hard,positivefb
53,32,4,1.0592272999,1,446,-5.682259456514561e-06,hard,positivefb
54,32,4,1.2641611001,1,509,5.599978288382113e-07,easy,positivefb
55,32,4,1.0493996004,1,610,-4.180109019787798e-06,hard,positivefb
56,32,5,1.2873491999,1,505,-6.804728808976872e-06,medium,positivefb
57,32,5,1.1051261998,1,585,-4.093454996789054e-06,easy,positivefb
58,32,5,1.0082411002,1,703,7.747163833054057e-06,easy,positivefb
59,32,5,0.8593418002,1,546,9.996863274316423e-07,easy,positivefb
60,32,5,0.8786827996,1,606,4.385793081289416e-06,hard,positivefb
61,32,5,1.2546763001,1,550,7.0226550476791466e-06,easy,positivefb
62,32,5,1.2906999998,1,624,-5.132598083520384e-06,easy,positivefb
63,32,3,1.1375015997,1,810,3.2718938675986328e-06,easy,positivefb
64,32,5,0.9851772999,1,583,5.722269428884561e-06,easy,positivefb
65,32,5,0.8478724998,1,481,2.211947076726488e-06,medium,positivefb
66,32,5,0.8796431003,1,925,-1.0334244260535981e-05,easy,positivefb
67,32,3,1.7184620001,0,678,-8.978800022902366e-06,medium,positivefb
68,32,5,0.8809322999,0,475,1.744634885542247e-05,hard,positivefb
69,32,4,1.4164075996,1,530,9.34429218929234e-06,easy,positivefb
70,32,4,1.0798924998,1,565,1.1888302072440274e-06,medium,positivefb
71,32,4,1.0439183,0,471,5.462620411090849e-06,medium,positivefb
72,32,4,1.0984905004,1,490,6.200788462491068e-06,easy,positivefb
73,32,3,1.1408898002,0,572,-1.534954550392864e-06,hard,positivefb
74,32,2,1.8557162001,1,670,-1.3978816970611732e-05,easy,positivefb
