,sub,cj,rt,cor,rtcj,average_P3_amplitude,difficulty,condition,frontal_P3_amplitude
0,22,2,1.4520447999,1,2827,-9.433903235653723e-06,hard,hard,-8.989947075017788e-06
1,22,5,1.4406661,1,4691,-4.0039661404395115e-06,medium,hard,7.465701187668404e-06
2,22,5,1.2835861,1,1062,1.2451034175580233e-05,medium,hard,-9.715945973207032e-06
3,22,5,1.378553,1,1945,3.467991930294628e-06,hard,hard,1.1595466865342985e-05
4,22,4,1.9825454,1,1695,1.4554289155659913e-05,medium,hard,-1.1477273899481628e-05
5,22,5,0.9790626001,1,1543,1.3137475570970506e-05,easy,hard,1.9818310657050174e-06
6,22,5,1.6096734998,1,960,-2.2250088412066723e-06,easy,hard,9.65034865983476e-06
7,22,5,1.0156330001,1,868,9.963399593302697e-06,hard,hard,-4.358155547188893e-06
8,22,5,1.0741718002,1,1754,-1.5601926174668804e-06,easy,hard,-8.436261087506444e-07
9,22,3,2.1542403002,0,1616,5.782477577843446e-06,easy,hard,8.778008624851675e-06
10,22,2,2.4786952999,0,2175,3.7656213972986244e-06,medium,hard,-1.1805841457722242e-06
11,22,4,3.1003691,0,1391,5.2492362132944105e-06,easy,hard,6.838227432965765e-06
12,22,4,1.4838475001,0,1024,-2.6471795386672844e-06,hard,hard,6.185718998695284e-06
13,22,5,1.0698596002,1,575,2.804076662020638e-06,medium,hard,3.343076970496412e-06
14,22,5,0.9665566999,1,708,1.4333965171342198e-05,medium,hard,-1.39000631287125e-06
15,22,5,1.2836257,1,536,1.0356426887602858e-05,easy,hard,-1.0147986071982239e-05
16,22,4,2.1414689999,1,752,-4.507117347991696e-06,medium,hard,6.473534516620584e-06
17,22,4,0.7905867,1,1317,7.523232386785043e-06,hard,hard,-3.429537440585566e-06
18,22,3,2.1599343,1,1165,9.561858883319248e-06,easy,hard,3.149967604964169e-06
19,22,2,3.0610238002,0,1031,1.0662335749114255e-05,hard,hard,-1.2594039874449732e-05
20,22,5,0.9110839001,1,524,3.3621147037263194e-06,easy,hard,6.284547178531506e-06
21,22,5,1.0171885001,1,850,4.222668398924237e-06,hard,hard,3.5577664473662604e-06
22,22,5,0.8092266,1,1314,-6.299138059381431e-06,easy,hard,8.946202650783528e-06
23,22,4,1.7597670001,1,586,-2.4934752413211104e-06,medium,hard,9.53798325340027e-06
24,22,5,1.3550618,0,800,3.21726482521952e-07,hard,hard,-2.669149249186055e-06
25,22,5,0.9743359,1,555,-1.0174887360507487e-06,medium,hard,-4.4825613160920224e-06
26,22,4,1.2197581001,0,792,-7.940824485879086e-07,hard,hard,9.191926155602174e-06
27,22,5,0.8687099002,1,680,1.044387059501529e-05,hard,hard,-7.773651730142174e-06
28,22,5,0.8326386001,1,526,6.315219385245816e-06,hard,hard,-4.091383649911183e-06
29,22,5,1.2534185001,1,970,1.2841551390606884e-05,easy,hard,-2.492973132390893e-06
30,22,4,1.7710775998,1,816,-1.2494718980000913e-05,medium,hard,1.509007333349328e-05
31,22,4,0.9272924,1,493,3.490907156419664e-06,medium,hard,-6.360037193202572e-06
32,22,5,0.9318027,1,471,-2.0396235813270524e-06,easy,hard,1.2894948854837347e-05
33,22,2,3.0201152002,1,1135,-1.1465381208840984e-05,hard,hard,3.095946973251009e-06
34,22,4,1.3737461001,1,1117,1.1441304373949414e-05,easy,hard,-8.523074193117891e-06
35,22,5,0.8907875002,1,577,1.3268751420548226e-05,medium,hard,-1.3719617364087944e-05
36,22,5,1.5708004001,1,846,-9.529679209211546e-07,medium,hard,1.8877859600413643e-06
37,22,5,1.4517963,1,868,1.4950390527388995e-06,hard,hard,3.2429947524765133e-06
38,22,5,1.0063301001,1,845,-2.451687683155363e-06,easy,hard,7.6063268192873495e-06
39,22,4,0.8302086,1,1229,-4.469037033425352e-06,hard,hard,2.1042767771165164e-06
40,22,4,1.0317084,1,693,1.1035809242289612e-05,medium,hard,6.448755671199968e-06
41,22,3,2.2653799001,0,594,-1.5612937704769749e-06,medium,hard,-4.584325156289535e-06
42,22,5,0.9153076999,1,1545,9.40657488022456e-06,hard,hard,-2.291377579985936e-06
43,22,5,0.7825877001,1,447,1.4405832273529008e-05,easy,hard,-1.2198561390890663e-07
44,22,4,0.8613932999,0,908,1.00946344925043e-05,medium,hard,-6.931958680394501e-06
45,22,3,2.2157010001,0,1284,6.390307014436119e-07,hard,hard,-2.3345762651203226e-06
