,sub,cj,rt,cor,rtcj,average_P3_amplitude,difficulty,condition,frontal_P3_amplitude
0,15,5,3.4798627,1,4991,-7.601895327777868e-06,easy,hard,1.975053645463259e-06
1,15,5,1.7951035998,1,1683,-6.903950362436541e-06,medium,hard,4.504284224844517e-06
2,15,5,1.6577680002,1,576,6.769696323725124e-06,medium,hard,-9.641297708809551e-06
3,15,6,1.4828097001,1,1136,-2.823537137733225e-07,easy,hard,-1.0151171293737398e-06
4,15,4,2.4214880001,1,2323,-4.544477780361411e-06,medium,hard,4.436842377965031e-06
5,15,5,1.7320387999,1,582,3.301437207884201e-06,medium,hard,-5.963709773552722e-06
6,15,6,1.1628006001,1,595,1.1413766587714806e-05,easy,hard,-7.02546828950648e-06
7,15,5,2.0241421,1,701,1.506065139567189e-06,easy,hard,-1.178690563994471e-06
8,15,4,1.4610325999,1,969,3.7812678954008344e-06,medium,hard,-2.384426724425828e-06
9,15,5,1.4591998002,1,652,1.3929747654646564e-05,easy,hard,-8.258419617456999e-06
10,15,5,2.3604492,1,454,8.416503404872472e-06,medium,hard,-3.4878721853750784e-06
11,15,3,3.7867566,1,1232,4.828910209765221e-06,medium,hard,-3.4605015925371222e-06
12,15,5,1.1223513,1,678,3.909861621869785e-06,hard,hard,-2.409332382677664e-06
13,15,4,2.6287990001,1,1638,1.0473114042428561e-05,easy,hard,-4.591060430723825e-06
14,15,4,2.0696973,0,1172,5.848338328603768e-06,medium,hard,2.969981309068997e-06
15,15,5,2.0019529001,1,312,-2.6696952556137587e-06,easy,hard,7.53228649832807e-07
16,15,5,3.7462887,0,281,3.4119879785729297e-08,hard,hard,-4.412525518509358e-06
17,15,5,1.6935927998,1,717,8.667677386139316e-06,easy,hard,-1.2118918194986057e-05
18,15,5,2.0732716999,0,305,2.443758918837482e-06,hard,hard,1.2054407087613401e-06
19,15,4,1.3542188001,1,529,6.583615180446286e-07,medium,hard,5.244064350221419e-06
20,15,4,1.2966643001,1,1226,1.5417198806083244e-06,hard,hard,-3.224568215725732e-06
21,15,5,1.9329005,0,1023,2.0510455931173205e-06,hard,hard,-4.471275343774457e-06
22,15,5,1.8331923999,1,433,1.4438689911332187e-06,easy,hard,7.018973401381335e-06
23,15,4,2.3257061001,1,965,4.0275647339717693e-07,easy,hard,-7.297376282103714e-06
24,15,5,1.3591175999,0,331,1.617797775521065e-05,hard,hard,-1.1754743968064012e-05
25,15,5,2.4430194001,1,863,1.0081181679427126e-06,hard,hard,7.263668928995463e-07
26,15,6,1.2956447001,1,491,5.112672595074633e-06,easy,hard,-2.858885809631934e-07
27,15,5,1.3019939,1,453,7.413977705720892e-06,hard,hard,-9.422072075089355e-06
28,15,3,3.5698802001,1,393,-1.1169060601769545e-06,medium,hard,-1.0274669342118392e-05
29,15,3,1.8505171002,0,386,5.326365704298989e-06,hard,hard,-3.4303686886401927e-06
30,15,5,1.356709,1,351,2.449922780956891e-07,hard,hard,-6.834338494091889e-06
31,15,4,1.3579356,1,509,3.2743153939172867e-06,easy,hard,1.562335939625041e-06
32,15,4,1.4149439,1,820,2.2138556986492267e-06,easy,hard,-5.989736247360172e-06
33,15,5,1.9596233,1,2215,7.1277645737826e-06,hard,hard,-1.337919531104014e-05
34,15,5,1.1464408,1,436,-1.4406833359238159e-06,easy,hard,9.334737232011476e-06
35,15,3,2.4541689998,0,1060,8.286534071594234e-06,hard,hard,-2.603131251843766e-06
36,15,4,2.0850280998,1,3481,2.5910397970704923e-06,medium,hard,-4.2861947223295664e-07
37,15,4,1.1609447,1,593,1.2617622882420265e-06,medium,hard,-1.6439699270279905e-06
38,15,4,0.9485076999,1,3080,4.866742362520971e-06,easy,hard,-6.72961020210805e-07
39,15,5,1.0783170999,1,2580,-6.582786115235476e-06,hard,hard,-5.905417918121735e-06
40,15,5,1.9460187999,1,353,1.0015650462293972e-05,medium,hard,-9.472967234094762e-06
41,15,5,0.9208152001,1,322,6.6173439829246955e-06,hard,hard,-4.6376235985227215e-06
42,15,5,0.9366321999,1,354,7.783206787975549e-06,medium,hard,-9.970035404275067e-06
43,15,3,2.0186777001,0,759,5.762810212959624e-06,medium,hard,6.231447915943427e-06
44,15,5,1.2352127,1,265,1.1031281210673176e-06,easy,hard,-2.496715501433206e-06
45,15,4,2.5753911999,1,1452,3.773221314644958e-06,hard,hard,-9.188674041044323e-06
46,15,4,1.1894375999,1,645,2.197428239331775e-06,medium,hard,1.5029206864566808e-07
47,15,3,1.6799918001,1,571,5.245150208366878e-06,hard,hard,-3.857982981832443e-06
48,15,3,3.0041158001,0,2655,-2.4066590143508885e-07,medium,hard,-1.9914162949664495e-06
49,15,3,2.2023759999,1,240,1.2651642339547235e-05,easy,hard,1.2645883517568952e-06
50,15,3,3.1857448998,0,266,1.350897666339825e-06,hard,hard,-1.248228520417681e-07
51,15,3,1.3474021,1,1036,8.772281567956061e-06,hard,hard,-6.546531692346122e-06
52,15,4,1.5891807,1,1734,4.564433617953277e-06,easy,hard,-6.960529935434634e-06
53,15,4,2.5744822,1,892,1.7249243875268548e-06,easy,hard,-1.1228337846725247e-06
54,15,4,4.7308725,1,495,1.1775062932223094e-05,medium,hard,-1.3003815609340219e-06
55,15,3,3.9811124001,0,399,-4.227708824019281e-06,hard,hard,4.691784201850544e-06
56,15,4,1.2099649,1,1090,5.062191752985974e-06,hard,hard,-3.2251719994090015e-06
57,15,4,2.6516982,0,575,4.780381912576495e-06,easy,hard,-2.3593909721779155e-06
58,15,3,3.8720313001,0,2261,-2.5976906806710574e-06,hard,hard,1.0594757002941108e-07
59,15,5,1.8438390999,1,868,2.242782708220546e-06,easy,hard,-6.052226146179947e-06
60,15,5,2.1038591999,1,447,-3.0929010003468425e-06,easy,hard,2.2861425250581005e-06
61,15,5,0.9936617,1,393,-7.742921102649717e-07,easy,hard,-2.7620326096505806e-06
62,15,5,1.0987639001,1,337,6.294571998074801e-06,medium,hard,-1.0535292583687196e-05
63,15,5,1.2049173,1,262,-1.7446121624323411e-06,hard,hard,-1.7544262819625486e-06
64,15,5,0.9820048001,1,328,5.211753682481198e-06,hard,hard,-1.0684791783467142e-06
65,15,5,1.664778,1,1194,3.542049472278144e-07,medium,hard,7.407534309961405e-06
66,15,5,1.1644231998,1,303,4.766285453804934e-06,easy,hard,-5.978282467572339e-07
67,15,3,2.8384073998,0,612,2.2536023471025177e-06,hard,hard,-8.837307877357972e-06
68,15,5,1.9262517001,1,1538,3.5301811836681435e-06,medium,hard,2.630202938566448e-06
69,15,5,1.6863344999,1,532,7.466594109143369e-06,medium,hard,-5.644900898425716e-06
70,15,5,1.1432403999,1,548,5.3576778015429395e-06,easy,hard,-2.995579060872612e-06
71,15,5,1.9435465999,1,835,8.877456739989249e-06,hard,hard,-2.880928451385271e-06
72,15,5,4.9062256999,1,1009,5.772849422868202e-06,medium,hard,-3.395418481316038e-06
73,15,5,1.1176547999,1,205,1.189658589481091e-05,easy,hard,-7.133532901286418e-07
74,15,4,1.4340162,1,1152,1.4248831066899976e-05,hard,hard,-9.335755251655777e-06
75,15,5,3.8723690999,0,330,9.100833202938372e-06,medium,hard,-8.84196568204493e-06
76,15,5,1.2790049999,1,3277,2.6032256768718327e-06,medium,hard,-5.643827833565535e-06
77,15,2,1.3970829002,1,1925,1.5062859376574168e-06,hard,hard,5.783762254438059e-06
78,15,2,3.7487268001,1,2117,-2.076504769862833e-06,hard,hard,-4.473597867803355e-06
79,15,4,2.3080650999,1,1015,-1.5037150949708414e-06,medium,hard,-1.4552204862461706e-07
80,15,2,3.7133709001,0,1196,-8.587708805639814e-07,hard,hard,-1.7378655195774246e-06
81,15,5,1.1783429999,1,368,3.23492001015373e-06,easy,hard,-6.7751720527270454e-06
82,15,6,1.1052682998,1,457,-2.668056315406537e-06,medium,hard,-3.135802189195324e-06
83,15,6,0.8678348002,1,342,2.5732658161507707e-06,easy,hard,3.270318549097352e-06
84,15,4,2.4169295002,1,1291,5.9050077767460815e-06,hard,hard,-6.594453990784729e-06
85,15,3,2.0660528999,0,1080,7.172971184431127e-07,hard,hard,-5.173044543854224e-06
86,15,5,1.3961084001,1,487,3.89453615120387e-06,easy,hard,-4.539861335304621e-06
87,15,5,0.8532994001,1,565,-2.8456749581900397e-07,medium,hard,-2.1409669932585063e-06
88,15,2,1.7931535998,1,970,6.664843345423071e-06,medium,hard,-1.7120101147709572e-06
89,15,5,3.1201609001,1,2074,-1.6690523252228669e-06,easy,hard,-6.0946845658016405e-06
90,15,2,3.3181816002,1,1860,6.1517655059047394e-06,medium,hard,-6.310729047116976e-06
91,15,5,1.4135733,1,548,-2.0097132804315335e-06,hard,hard,1.6974132170766677e-06
92,15,5,0.9750545998,1,346,6.450403754510263e-06,easy,hard,-3.579283292226428e-06
93,15,2,2.4116112001,1,847,-3.55948519857291e-06,hard,hard,-3.4896113644122024e-06
94,15,5,1.215879,1,416,5.713416741206828e-06,easy,hard,-5.491220084117754e-06
95,15,2,1.3773494998,1,618,-1.1621279569278787e-06,medium,hard,-3.5812664135874635e-06
96,15,5,1.0902418001,1,279,1.790311620077188e-06,easy,hard,-6.6579603465440946e-06
97,15,5,0.7428273,1,307,2.2570204362454945e-06,easy,hard,-7.193290236943099e-07
98,15,3,1.383739,1,931,5.1062056867889e-06,easy,hard,-6.87263178629898e-07
99,15,2,3.9449209999,1,835,3.3820208825838773e-06,easy,hard,4.219737940011673e-06
100,15,5,1.5902129998,0,484,4.578815616485532e-06,medium,hard,7.860245321364369e-07
101,15,5,1.0228675001,1,300,1.479943577039939e-05,easy,hard,-1.0289928632463557e-05
102,15,2,3.0586898001,1,407,-1.630421903336986e-06,hard,hard,9.028248021163204e-06
103,15,3,1.3010028,1,1270,-3.555415533074823e-06,hard,hard,-8.725082348704487e-07
