,sub,cj,rt,cor,rtcj,average_PE_amplitude,difficulty,condition
0,14,5,1.7317526001,1,788,7.797303620670889e-06,easy,hard
1,14,5,0.9463116999,1,816,-6.416044217148552e-06,medium,hard
2,14,5,0.8899175001,1,544,-1.2515827032506445e-05,easy,hard
3,14,4,1.2811602,1,842,2.537619742501092e-05,medium,hard
4,14,5,0.8327645999,1,986,5.657616535962006e-07,easy,hard
5,14,4,1.0737935,1,458,-3.182247323510004e-06,hard,hard
6,14,6,0.7185419002,1,973,-5.838452257990983e-07,medium,hard
7,14,5,0.7838375999,1,587,-4.464820093705148e-06,hard,hard
8,14,5,0.7379959999,1,425,9.882372886887634e-07,hard,hard
9,14,5,0.6327450001,1,850,3.677728747183466e-05,easy,hard
10,14,3,1.7600292999,1,2108,3.415734570518115e-05,hard,hard
11,14,4,1.1862927999,1,602,-1.0238880489537467e-05,hard,hard
12,14,5,0.8046089001,1,759,-4.238630871203885e-06,medium,hard
13,14,4,1.4002004,1,355,-5.3542366702506e-06,medium,hard
14,14,5,1.2592241,1,833,8.55631637572921e-06,hard,hard
15,14,2,1.8076500001,1,956,4.47333901930405e-06,hard,hard
16,14,5,1.4190012,1,704,5.832201914165668e-06,medium,hard
17,14,4,1.0543811999,1,524,6.295686208847535e-06,hard,hard
18,14,5,1.4674346002,1,384,-1.192658319001173e-06,hard,hard
19,14,4,0.7403134999,1,646,4.941778286268748e-06,medium,hard
20,14,5,0.7471740001,1,304,8.165041969414644e-06,medium,hard
21,14,6,0.7400885001,1,601,-2.3934898953717796e-06,easy,hard
22,14,5,0.5407771,1,366,2.5399196779089216e-06,hard,hard
23,14,6,0.6595053,1,360,1.5973507327817104e-05,easy,hard
24,14,1,0.5625547001,0,1287,4.113906324437738e-06,medium,hard
25,14,5,1.037518,1,397,-7.792203486570719e-06,hard,hard
26,14,6,0.8121030999,1,368,3.163165182426634e-06,easy,hard
27,14,4,1.456791,1,826,5.064477618504645e-06,medium,hard
28,14,5,0.6873992002,1,331,-3.057053760455899e-06,medium,hard
29,14,4,0.9428746002,1,1181,5.924215228432589e-06,hard,hard
30,14,5,0.9640184999,1,682,1.6300645141244769e-06,hard,hard
31,14,5,0.7823402002,1,524,2.584883450471119e-06,medium,hard
32,14,6,0.6514478999,1,400,-7.408906397991037e-06,easy,hard
33,14,6,0.5752328001,1,365,5.355516779163626e-06,medium,hard
34,14,5,0.9961550999,1,504,-1.3422865881916337e-06,medium,hard
35,14,5,0.7529893999,1,458,1.1787496653022146e-05,easy,hard
36,14,4,1.0842261999,1,463,8.063639872459855e-07,hard,hard
37,14,5,0.9299757001,1,427,-4.872399205029548e-07,easy,hard
38,14,5,0.5641182,1,326,4.384645034083212e-06,hard,hard
39,14,6,1.0331937,1,306,7.013170114544778e-07,easy,hard
40,14,5,1.0586407001,1,559,-3.610062474229384e-06,medium,hard
41,14,5,0.9992120999,1,451,7.419663622424212e-06,medium,hard
42,14,5,0.8684834999,1,424,4.9201769743259845e-06,medium,hard
43,14,5,0.6009733998,1,339,-8.100121022317555e-07,easy,hard
44,14,5,0.6379598002,1,319,9.128394203319345e-06,easy,hard
45,14,5,1.1228304,1,359,2.397085749936745e-06,medium,hard
46,14,5,1.3160679,1,312,1.2563012943246273e-06,medium,hard
47,14,6,0.6359390998,1,371,1.3663011268484361e-05,easy,hard
48,14,5,1.0704073,1,333,1.704066790760866e-05,easy,hard
49,14,6,0.7568492999,1,326,-6.272084069345251e-07,easy,hard
50,14,6,0.5825056999,1,341,1.009977595014181e-06,easy,hard
51,14,6,0.6026764002,1,274,7.760035882803311e-07,easy,hard
52,14,5,0.5513682999,0,548,-8.274445336135486e-06,hard,hard
53,14,5,0.96006,1,378,2.36045087345576e-06,easy,hard
54,14,5,0.9476767001,1,231,-6.715139087534481e-06,easy,hard
55,14,5,0.9541145,1,317,-8.470187443539353e-06,easy,hard
56,14,5,0.5705587999,1,380,-1.4945937253579784e-05,medium,hard
57,14,4,0.894537,1,492,8.143268762085214e-06,hard,hard
58,14,4,1.7485325998,0,869,2.027645856330538e-05,hard,hard
59,14,5,1.3059087,1,290,-5.313156958776117e-06,easy,hard
60,14,5,0.6212584998,1,288,1.3479494331777715e-05,easy,hard
61,14,5,0.6874281999,1,300,1.2544259806657759e-05,medium,hard
62,14,5,0.6925784999,1,279,5.541250454330225e-07,medium,hard
63,14,4,1.2124635,1,511,-3.502279802830729e-08,medium,hard
64,14,4,1.0163008,1,629,1.2791301395276365e-05,easy,hard
65,14,5,0.6970145998,1,322,7.874958154199387e-06,easy,hard
66,14,5,0.9840686999,1,402,1.7743132534248312e-05,hard,hard
67,14,4,1.4408591001,1,426,1.2427316752641795e-05,medium,hard
68,14,3,1.2683875,1,583,9.27815803212116e-06,hard,hard
69,14,4,1.2920231002,1,543,-7.2626434152687595e-06,easy,hard
70,14,5,1.0328317001,1,531,4.772684737369588e-06,easy,hard
71,14,5,0.7984183999,1,336,6.500955550161096e-07,easy,hard
72,14,4,0.8053234001,1,438,-3.03612060989857e-06,medium,hard
73,14,5,0.9365811001,1,322,1.1977385298263552e-05,medium,hard
74,14,5,0.6701673002,1,348,-3.181236849921252e-06,hard,hard
75,14,5,0.5842561,1,249,-5.277425975109809e-06,easy,hard
76,14,5,0.7746420999,1,389,1.747163982665193e-05,easy,hard
77,14,5,1.3032323001,1,228,-3.864928969094255e-07,easy,hard
78,14,4,0.7992647998,0,381,-1.1874929217625654e-05,medium,hard
79,14,4,1.2596241001,1,400,1.2123207928165268e-05,medium,hard
80,14,5,0.9432134002,1,317,6.499611410675196e-06,medium,hard
81,14,5,0.5767264999,1,315,-1.069589962945443e-05,hard,hard
82,14,5,0.5442063001,1,235,-7.463007592631514e-06,hard,hard
83,14,5,0.5733560999,0,334,4.546701500957026e-06,hard,hard
84,14,6,0.8249623999,1,628,7.894742508026845e-06,easy,hard
85,14,6,0.5509903,1,279,-7.33354569547934e-06,easy,hard
86,14,6,0.5452297002,1,313,-5.788254798343701e-06,medium,hard
87,14,4,0.7267906999,0,387,1.4399362913930257e-05,medium,hard
88,14,5,0.7040458,1,475,-6.588853694466442e-06,easy,hard
89,14,5,0.7422431,1,309,2.1927829148889137e-05,easy,hard
90,14,4,1.8925057,1,390,8.871440884088285e-06,hard,hard
91,14,5,0.6339473,1,289,4.918280739049727e-06,hard,hard
92,14,5,0.6397128999,1,238,-8.177513804505979e-07,medium,hard
93,14,5,0.5374877001,0,241,-3.1747832567088674e-06,easy,hard
94,14,5,0.783908,1,684,1.9582862861137726e-06,easy,hard
95,14,4,1.1051948001,1,362,-2.6459430770088513e-06,medium,hard
96,14,6,0.9808653998,1,279,6.736420611457276e-06,medium,hard
97,14,6,0.5395555,1,233,2.252129410850984e-06,easy,hard
98,14,6,0.7768869,1,228,9.30056668356479e-06,easy,hard
99,14,5,0.7647086,1,798,1.6205868207504426e-05,hard,hard
100,14,5,0.7436104,1,260,-4.298803572460669e-06,easy,hard
101,14,3,0.6690445,0,1266,-4.293368202509697e-06,medium,hard
102,14,4,1.6744096,1,912,5.171615223846455e-06,hard,hard
103,14,3,1.3812190001,1,535,5.902942502765171e-06,hard,hard
104,14,5,0.8765380001,1,482,-1.2048828390700553e-05,hard,hard
105,14,5,0.6590453,1,247,4.214608853699443e-06,hard,hard
106,14,5,1.2548552998,1,291,-7.510958951865716e-06,hard,hard
107,14,4,0.9664762998,1,356,7.621632103861972e-06,medium,hard
108,14,4,1.1362752002,1,619,2.309620302558185e-06,hard,hard
109,14,5,1.1777004001,1,301,2.6529833154689975e-06,easy,hard
110,14,5,0.6428441,0,186,-4.55041294505578e-06,hard,hard
111,14,4,1.1216356,0,281,9.551444576593057e-06,hard,hard
112,14,4,0.5123015002,0,300,6.422945717448518e-06,hard,hard
113,14,4,0.5601617,0,1133,6.245049243967572e-07,medium,hard
114,14,3,1.4102701999,0,330,-6.409604491278059e-06,hard,hard
115,14,4,0.9448219,1,523,7.829675996108243e-06,easy,hard
116,14,5,0.7034847999,1,172,-1.6182933247477922e-05,easy,hard
117,14,4,0.9874938999,1,305,-7.025549035927628e-06,medium,hard
118,14,5,0.6045476999,1,240,1.0074612801015337e-05,hard,hard
119,14,5,0.5870474,1,242,3.9661241411930483e-07,hard,hard
120,14,5,0.6512503999,1,256,-5.593300609950382e-06,easy,hard
121,14,5,0.6202447999,1,207,5.640476691733805e-06,easy,hard
122,14,4,0.7697166,1,220,5.483980747598607e-06,medium,hard
123,14,4,0.7566920999,0,199,-6.318155876223772e-06,hard,hard
124,14,3,1.9514794,0,300,-1.3391171687960648e-05,medium,hard
125,14,4,1.3244639998,1,302,-8.758145481028669e-06,hard,hard
126,14,4,0.7256266,1,215,1.269411468709329e-05,medium,hard
127,14,4,0.8264269,1,322,-2.2004900283697034e-06,easy,hard
128,14,4,1.0032102,1,848,8.05976814299481e-07,hard,hard
129,14,5,0.662057,1,310,-2.2889199178207105e-06,easy,hard
130,14,5,1.184595,1,237,5.3353730353667605e-06,easy,hard
131,14,5,0.7914667998,1,167,2.534979979281821e-07,hard,hard
132,14,3,0.7303579,0,694,2.6161493008313687e-05,medium,hard
133,14,4,0.7483244,1,479,2.403284629239179e-07,hard,hard
134,14,6,0.6454832,1,421,1.0371457343660008e-05,medium,hard
135,14,5,0.7043794999,1,362,1.37481826655255e-06,medium,hard
136,14,6,0.4782161999,1,317,-2.6147276298370412e-06,easy,hard
137,14,6,0.5583380002,1,317,1.3903990298804266e-06,easy,hard
138,14,6,0.4744388,1,273,-3.521483238413953e-07,hard,hard
139,14,6,0.5364484,0,227,-8.579746058367886e-06,medium,hard
140,14,5,0.5991316,1,276,-2.265921797564036e-06,medium,hard
141,14,6,0.5148517,1,296,1.2353380973037407e-05,medium,hard
142,14,6,0.5296836002,1,233,8.265063338182825e-07,easy,hard
143,14,5,0.5416013,0,301,1.229838093461153e-05,medium,hard
144,14,4,1.5770703999,1,1189,-9.305559431531044e-06,easy,hard
145,14,5,0.7205053,1,204,-4.009437735450608e-06,medium,hard
146,14,5,1.0409941,1,331,1.2147745880759314e-05,easy,hard
147,14,4,0.9125011999,1,526,6.637512404478282e-06,easy,hard
148,14,5,0.7148721998,1,272,7.683671000743686e-06,medium,hard
149,14,5,0.7373195002,1,330,1.978778602381819e-06,easy,hard
150,14,4,0.5452908,1,731,-2.6567259862024657e-07,hard,hard
151,14,5,0.7092056,1,375,-1.948659414704713e-06,medium,hard
152,14,3,1.4482239,1,833,3.4454486713634425e-06,hard,hard
153,14,5,0.5959868,1,395,2.8303180909556486e-08,medium,hard
154,14,5,0.7980555999,1,637,-5.668256538368357e-06,easy,hard
155,14,4,0.9699122999,1,353,-2.3058121542718928e-06,medium,hard
156,14,4,0.7072312001,1,410,1.5300690144128118e-05,hard,hard
157,14,5,0.9189299,1,390,6.511101370736948e-06,easy,hard
158,14,5,0.7499565,1,173,7.158053047715039e-06,easy,hard
159,14,5,0.5029144001,1,149,8.479544613577393e-06,hard,hard
160,14,4,0.6424976001,1,295,7.363906182052003e-06,medium,hard
161,14,5,0.5951542002,1,296,4.534914545927818e-06,hard,hard
162,14,4,0.5133871001,1,187,7.341918165351204e-06,easy,hard
163,14,5,0.6233298001,1,285,2.062061600353696e-06,hard,hard
164,14,5,0.69105,0,200,8.135693493848286e-06,hard,hard
165,14,4,0.8919808001,1,161,9.452136827765335e-06,easy,hard
166,14,6,0.7772075001,1,479,-2.441462407305617e-06,easy,easy
167,14,5,0.6322903999,1,342,1.0207321993334076e-05,medium,easy
168,14,6,0.6357002999,1,546,9.121246870313749e-06,easy,easy
169,14,6,0.4476223001,1,285,7.941051509592867e-06,medium,easy
170,14,5,0.9784953999,1,397,9.55525081222924e-06,hard,easy
171,14,4,1.6131140999,1,512,1.4686100096628492e-05,hard,easy
172,14,5,0.9981197999,1,263,1.9272814728487506e-06,medium,easy
173,14,5,1.1152415001,1,242,1.1722493941309912e-05,medium,easy
174,14,4,0.7178006999,1,496,-4.071704843510834e-06,hard,easy
175,14,4,0.6823928,1,163,1.03540790968061e-05,hard,easy
176,14,5,0.7483327,1,242,6.407186413196275e-06,medium,easy
177,14,4,0.6017399002,1,595,-5.912262385967459e-07,easy,easy
178,14,4,0.8324076,1,221,4.5958544351141854e-06,medium,easy
179,14,6,0.6723431002,1,508,1.0521220598080823e-06,easy,easy
180,14,5,0.7531827001,0,381,-2.262457083431042e-06,hard,easy
181,14,4,0.6456480999,1,183,2.1213754946903174e-06,medium,easy
182,14,5,0.8122902,1,226,1.3182599950151585e-06,easy,easy
183,14,4,0.7333616999,1,160,1.2804181750361793e-05,medium,easy
184,14,4,0.7185622999,0,239,-6.169166132770534e-06,medium,easy
185,14,5,1.3549918002,1,210,-2.156357960007303e-06,easy,easy
186,14,4,1.853688,1,227,1.2140957269377018e-05,hard,easy
187,14,4,1.2680591999,1,234,5.366175471326036e-06,easy,easy
188,14,4,1.308522,0,160,1.253992183302646e-05,hard,easy
189,14,5,0.938113,1,306,1.05690931160626e-05,easy,easy
190,14,5,0.9387433999,1,179,1.3187394535889687e-05,easy,easy
191,14,5,0.9974761999,1,231,2.1815946669837283e-06,medium,easy
192,14,5,0.9799345999,1,202,9.142843261173654e-06,hard,easy
193,14,5,1.2255059001,1,308,8.704705451999624e-06,easy,easy
194,14,5,0.5709685001,1,164,4.6669844324422704e-06,hard,easy
195,14,4,1.6851206,0,237,-4.285094847799607e-06,medium,easy
196,14,4,1.7567395002,1,225,1.006861004596697e-05,medium,easy
197,14,4,1.3717551001,1,211,8.481061151082106e-06,hard,easy
198,14,4,0.8994165,1,171,2.8593735883481934e-07,hard,easy
199,14,4,0.589506,1,239,1.1850219909460823e-05,easy,easy
200,14,4,0.7901188,1,137,-9.527815258242036e-06,easy,easy
201,14,4,0.9399796999,1,114,-5.499981057055284e-06,easy,easy
202,14,4,0.8307324999,1,174,5.112512139550652e-06,medium,easy
203,14,4,0.7065746998,1,143,-1.8437522694390013e-06,easy,easy
204,14,4,0.7373110999,1,175,1.0332212889396896e-05,medium,easy
205,14,4,1.8031762,1,738,3.028409341705737e-05,medium,easy
206,14,5,0.9388860001,1,306,5.1100403302477255e-06,medium,easy
207,14,4,0.8720652999,1,486,-6.974763035478827e-06,hard,easy
208,14,4,0.7782238,1,199,5.812567536796416e-06,medium,easy
209,14,4,1.6280073998,0,162,1.236648749867447e-05,hard,easy
210,14,4,1.2339951,1,188,5.732982241920953e-07,medium,easy
211,14,4,0.9025024001,1,135,3.5556766826216138e-06,easy,easy
212,14,5,0.708809,1,152,-7.914792362612744e-06,hard,easy
213,14,5,0.4745079998,1,115,2.417557323690796e-07,easy,easy
214,14,5,0.8285109,1,208,-4.26728912496499e-07,hard,easy
215,14,4,0.5370104001,1,197,1.370688235277055e-05,hard,easy
216,14,4,0.5143462,0,171,-9.564301766975668e-06,hard,easy
217,14,5,0.5205457001,1,211,1.630224980023172e-05,easy,easy
218,14,5,0.5031570001,1,233,5.617006672795486e-06,easy,easy
219,14,5,0.7272409999,0,134,4.906691919021509e-06,easy,easy
220,14,2,0.5774706001,0,1660,4.095288943895464e-06,medium,easy
221,14,4,0.7998803,1,173,8.339360644290343e-07,hard,easy
222,14,5,0.7712868,1,202,1.2182538574259298e-05,easy,easy
223,14,5,0.5406694,1,112,6.5415999058767165e-06,medium,easy
224,14,5,1.7843342,1,193,-1.334594103993159e-05,easy,easy
225,14,5,0.8360087001,1,170,-1.9373562551197288e-05,easy,easy
226,14,4,0.8422319,1,277,1.9132434790899308e-05,medium,easy
227,14,4,0.7853372998,1,189,1.7019840030912808e-05,hard,easy
228,14,4,0.9209332999,1,148,-4.94566022705396e-06,easy,easy
229,14,5,0.5128953999,1,205,-1.6437957392634151e-06,easy,easy
230,14,5,0.5548209001,1,146,-9.829164128433048e-06,easy,easy
231,14,4,0.6333513001,1,213,1.2413856176201924e-05,medium,easy
232,14,4,0.6644436,1,261,-6.568007640565935e-06,medium,easy
233,14,5,0.5828579001,1,150,8.836454838912358e-06,medium,easy
234,14,4,0.9766261999,1,156,1.6023455307754673e-05,hard,easy
235,14,5,0.5861352,1,162,1.9989249690717287e-06,easy,easy
236,14,5,0.4653663998,1,124,-4.4680218306715015e-06,easy,easy
237,14,5,0.5710447999,1,163,7.863943210205438e-06,hard,easy
238,14,4,0.6642374999,1,181,6.491089288080906e-06,hard,easy
239,14,4,0.9965555,1,104,-8.028860304786874e-06,hard,easy
240,14,5,0.6052218999,1,95,1.726851895490176e-06,easy,easy
