,sub,cj,rt,cor,rtcj,average_fr_amplitude,difficulty,condition
0,5,6,1.6284369,1,974,-2.6016249858952077e-05,easy,easy
1,5,5,1.3454346,1,860,-1.2886834977848261e-05,hard,easy
2,5,6,1.4534036,1,788,-1.3230179875867031e-05,easy,easy
3,5,6,1.5001554,1,672,-2.9479437559147132e-05,easy,easy
4,5,6,0.907465,1,724,7.352263459967446e-06,medium,easy
5,5,5,1.6233806,1,792,4.282174400873427e-06,hard,easy
6,5,5,1.4367914,1,915,-1.913979905503701e-05,medium,easy
7,5,5,1.5326213,1,788,-2.139484888807655e-06,hard,easy
8,5,6,1.5247447,1,779,7.688047929791414e-06,medium,easy
9,5,6,1.3616687,1,606,-1.9017482773676987e-05,easy,easy
10,5,6,1.0121345,1,510,-6.931056195059546e-07,easy,easy
11,5,4,1.7520587,1,855,3.186483649989765e-05,hard,easy
12,5,6,1.1498494,1,482,-6.266731724609954e-06,easy,easy
13,5,6,1.3649745,1,746,-2.2134985989214515e-05,medium,easy
14,5,6,1.4183625,1,536,-3.854026385859055e-06,easy,easy
15,5,6,1.3617247,1,527,-8.182284360704697e-06,easy,easy
16,5,4,1.6040493,0,749,-1.0489928097280839e-05,hard,easy
17,5,5,1.2465047,1,769,-3.1754385963447377e-06,hard,easy
18,5,6,0.9291528,1,496,-3.989807074809073e-06,easy,easy
19,5,5,1.4481752,0,1061,-8.924639094816418e-06,medium,easy
20,5,4,0.9527591,1,712,1.0881430136480854e-05,hard,easy
21,5,5,1.6188138,0,669,-2.0269984256824446e-06,hard,easy
22,5,6,1.086719,1,507,-4.790202681160356e-06,medium,easy
23,5,4,1.7742092,1,755,-1.3823783481454093e-05,hard,easy
24,5,5,1.0426991,1,989,-1.0891444280886603e-06,easy,easy
25,5,6,0.9744319,1,562,-2.905955326115217e-05,easy,easy
26,5,6,0.8370796,1,509,-4.141958950555818e-06,medium,easy
27,5,6,0.7727379,1,477,1.134470992331701e-06,easy,easy
