,sub,cj,rt,cor,rtcj,average_P3_amplitude,difficulty,condition,frontal_P3_amplitude
0,24,6,0.7756153999,0,3406,1.376186831487776e-06,medium,positivefb,8.704158938399356e-06
1,24,5,0.8997741002,1,790,3.997465334399715e-06,medium,positivefb,6.932684845540385e-06
2,24,6,1.1209650999,1,2282,1.3614652720246539e-05,easy,positivefb,-1.1278644540468933e-05
3,24,6,0.7110301,0,487,4.221623061489475e-06,hard,positivefb,-6.523088588455139e-06
4,24,5,1.1256297999,0,606,7.94491292446643e-06,hard,positivefb,-1.2813232340508297e-05
5,24,6,0.6523153998,1,440,9.34597538016238e-06,hard,positivefb,-1.5743410541052855e-06
6,24,6,1.0024505001,0,480,1.2229568273106288e-05,hard,positivefb,-1.2156886043190097e-05
7,24,6,0.814187,1,417,1.4210137265309895e-05,easy,positivefb,-2.0995726944687996e-05
8,24,6,0.8277179,1,434,1.0486169875112743e-05,hard,positivefb,-1.741906102713303e-05
9,24,6,1.0409317,1,346,1.1024002376165565e-05,medium,positivefb,-6.4360341978906926e-06
10,24,3,0.7891491,0,1525,1.903013447252974e-05,hard,positivefb,-1.3568181189465564e-05
11,24,5,0.5620444999,1,549,7.165429166784965e-06,easy,positivefb,-5.16743534488094e-07
12,24,6,0.7957667001,1,447,1.1041855325353172e-06,easy,positivefb,1.0146262063423563e-05
13,24,4,0.9742574,1,489,1.0360156622418315e-06,medium,positivefb,-3.3001801298355384e-08
14,24,5,0.8185417999,0,568,5.164524149819784e-06,hard,positivefb,-8.13774747137141e-06
15,24,5,1.2552368001,1,754,1.3065944395744378e-05,easy,positivefb,-7.922279775149325e-06
16,24,4,0.9897878,1,447,-9.551611642603941e-06,easy,positivefb,1.136159711743986e-05
17,24,5,1.4265927,1,555,8.288075612481733e-06,medium,positivefb,-8.068742680376882e-06
18,24,6,1.9045882002,0,615,1.1516291340305289e-05,easy,positivefb,-9.118356346126833e-06
19,24,5,0.7367452001,0,378,-8.409955946556563e-06,medium,positivefb,2.197652439427179e-06
20,24,5,1.0998860002,1,323,-3.6714512452281123e-06,easy,positivefb,4.10939222029856e-06
21,24,6,1.4185001,1,337,2.1521512883337223e-06,easy,positivefb,1.7260711694483136e-06
22,24,5,1.0760989001,0,299,4.200136140556269e-06,easy,positivefb,-7.428241879733564e-06
23,24,6,0.6785551999,1,326,3.2735578235408906e-06,medium,positivefb,-7.625151419291885e-06
24,24,5,0.9832112999,1,276,5.100142271005124e-06,hard,positivefb,-7.693941811119558e-07
25,24,5,1.1655965999,1,334,2.463021208119712e-06,easy,positivefb,9.054290936220915e-07
26,24,5,0.7910344,1,324,7.58305155303681e-06,medium,positivefb,-1.3003675724485275e-05
27,24,6,0.6531590999,0,369,3.7320984717324623e-06,hard,positivefb,-2.6463042996570773e-06
28,24,4,1.0233465,0,364,-4.711306723128715e-06,medium,positivefb,-1.2988964782260554e-06
29,24,6,0.74792,1,449,7.711156977436665e-07,medium,positivefb,-3.352801696817675e-06
