,sub,cj,rt,cor,rtcj,average_fr_amplitude,difficulty,condition
0,22,5,1.2835861,1,1062,-1.2156727563254498e-05,medium,hard
1,22,5,0.9790626001,1,1543,1.1765400664438857e-05,easy,hard
2,22,5,1.6096734998,1,960,2.338931861482103e-05,easy,hard
3,22,5,1.0156330001,1,868,-2.1079404160808394e-06,hard,hard
4,22,4,1.4838475001,0,1024,1.532585759060366e-05,hard,hard
5,22,5,1.0698596002,1,575,6.6128383729499046e-06,medium,hard
6,22,5,0.9665566999,1,708,-4.4750052178722066e-07,medium,hard
7,22,5,1.2836257,1,536,-1.1729323423231824e-05,easy,hard
8,22,4,0.7905867,1,1317,3.831675975172967e-06,hard,hard
9,22,5,0.9110839001,1,524,9.31740248133812e-06,easy,hard
10,22,5,1.0171885001,1,850,5.150356478896928e-06,hard,hard
11,22,5,0.8092266,1,1314,-1.2220487438720666e-05,easy,hard
12,22,4,1.7597670001,1,586,2.0671137262062677e-05,medium,hard
13,22,5,1.3550618,0,800,-3.009130353994337e-06,hard,hard
14,22,5,0.9743359,1,555,-2.0450484997201302e-06,medium,hard
15,22,4,1.2197581001,0,792,1.533435226367609e-05,hard,hard
16,22,5,0.8687099002,1,680,-1.0226473945949964e-05,hard,hard
17,22,5,0.8326386001,1,526,6.584580999702301e-06,hard,hard
18,22,5,1.2534185001,1,970,-1.520925181806116e-07,easy,hard
19,22,4,1.7710775998,1,816,1.4579213174701926e-05,medium,hard
20,22,4,0.9272924,1,493,3.026779013611658e-07,medium,hard
21,22,5,0.9318027,1,471,1.4197970024936018e-05,easy,hard
22,22,4,1.3737461001,1,1117,-1.1138980042498616e-05,easy,hard
23,22,5,0.8907875002,1,577,-6.483480030227144e-06,medium,hard
24,22,5,1.5708004001,1,846,5.6086693970962865e-06,medium,hard
25,22,5,1.4517963,1,868,-1.218385069702706e-05,hard,hard
26,22,5,1.0063301001,1,845,1.8427542786847193e-06,easy,hard
27,22,4,0.8302086,1,1229,3.7618988095827673e-06,hard,hard
28,22,4,1.0317084,1,693,5.53897646771659e-06,medium,hard
29,22,5,0.9153076999,1,1545,1.1703781521075136e-05,hard,hard
30,22,5,0.7825877001,1,447,-6.358333300508663e-07,easy,hard
31,22,4,0.8613932999,0,908,-7.949110456629482e-06,medium,hard
32,22,2,1.6035699002,1,679,1.3040954035691526e-05,medium,hard
33,22,5,0.8793868001,1,508,4.885267963901028e-06,easy,hard
34,22,4,1.3172617001,1,598,3.0200124239496503e-06,medium,hard
