,sub,cj,rt,cor,rtcj,average_fr_amplitude,difficulty,condition
0,24,5,0.8997741002,1,790,1.650350012704149e-05,medium,positivefb
1,24,6,0.7110301,0,487,-3.054103213766345e-06,hard,positivefb
2,24,5,1.1256297999,0,606,-9.73879426495758e-06,hard,positivefb
3,24,6,0.6523153998,1,440,1.995553477506298e-06,hard,positivefb
4,24,6,1.0024505001,0,480,-4.860625673570311e-06,hard,positivefb
5,24,6,0.814187,1,417,-9.611753542330812e-06,easy,positivefb
6,24,6,0.8277179,1,434,-1.3701771369180676e-05,hard,positivefb
7,24,6,1.0409317,1,346,-3.3305585892631265e-06,medium,positivefb
8,24,3,0.7891491,0,1525,-5.810907645267023e-06,hard,positivefb
9,24,5,0.5620444999,1,549,3.3764457362448067e-07,easy,positivefb
10,24,6,0.7957667001,1,447,1.8113890093837836e-05,easy,positivefb
11,24,4,0.9742574,1,489,5.319831999703358e-06,medium,positivefb
12,24,5,0.8185417999,0,568,-1.0720291951805109e-05,hard,positivefb
13,24,5,1.2552368001,1,754,-4.576701043767587e-06,easy,positivefb
14,24,4,0.9897878,1,447,1.2943166958661056e-05,easy,positivefb
15,24,5,1.4265927,1,555,-1.7099768413715677e-05,medium,positivefb
16,24,6,1.9045882002,0,615,-1.398364749827911e-05,easy,positivefb
17,24,5,0.7367452001,0,378,2.3011173343293546e-06,medium,positivefb
18,24,5,1.0998860002,1,323,1.5165791737437423e-06,easy,positivefb
19,24,6,1.4185001,1,337,-1.4398045038633364e-05,easy,positivefb
20,24,5,1.0760989001,0,299,-1.7373696744966368e-06,easy,positivefb
21,24,6,0.6785551999,1,326,-2.1778931260505727e-06,medium,positivefb
22,24,5,0.9832112999,1,276,-4.347354762719015e-06,hard,positivefb
23,24,5,1.1655965999,1,334,-2.660422446771216e-06,easy,positivefb
24,24,5,0.7910344,1,324,-8.168166196751264e-06,medium,positivefb
25,24,6,0.6531590999,0,369,8.953884050849665e-08,hard,positivefb
26,24,4,1.0233465,0,364,-1.1664634229851906e-06,medium,positivefb
27,24,6,0.74792,1,449,-9.535298429904623e-07,medium,positivefb
28,24,5,0.7715848,1,388,-5.834085821631006e-06,hard,positivefb
29,24,3,1.0228022002,1,812,-1.2925711292441814e-05,hard,positivefb
30,24,5,0.9818887999,0,217,-1.0154109505510282e-05,hard,positivefb
31,24,5,0.9462995999,0,444,1.1718211734434268e-06,hard,positivefb
32,24,6,0.8280104001,0,413,3.1725579745469374e-06,medium,positivefb
33,24,6,0.7279822,1,307,2.300697715398739e-06,medium,positivefb
34,24,6,0.6691391,1,271,1.0811836355750313e-06,easy,positivefb
35,24,4,0.8711619,1,452,-8.86721455319865e-06,medium,positivefb
36,24,5,0.6899444,1,265,-5.544868583613045e-07,easy,positivefb
37,24,4,1.2255299001,0,465,-1.907647156624875e-06,medium,positivefb
38,24,6,0.7088627999,1,260,1.4248325587677043e-06,medium,positivefb
39,24,6,0.6966686002,1,353,-1.5631792089106465e-06,medium,positivefb
40,24,5,0.8224951001,1,325,6.033412271781209e-06,medium,positivefb
41,24,6,1.2166298002,1,362,-8.451575053024546e-06,hard,positivefb
42,24,5,0.9115280998,0,266,-1.5525181291845206e-06,medium,positivefb
43,24,5,1.0004332,1,362,2.0077465260363253e-06,easy,positivefb
44,24,6,2.0465211,1,363,-4.117771782635803e-06,easy,positivefb
45,24,6,0.8132289001,1,256,3.5509827908003682e-06,medium,positivefb
46,24,5,0.624606,0,303,3.478807966643983e-06,easy,positivefb
47,24,6,0.8225046,1,310,5.594808073624889e-06,hard,positivefb
48,24,6,1.3989687001,1,245,-2.7032406275189174e-07,hard,positivefb
49,24,6,0.6142055001,1,388,1.075485837026495e-06,easy,positivefb
50,24,6,0.6728317002,1,220,1.8389413711098015e-07,easy,positivefb
51,24,3,0.8196671,1,391,6.697532297943826e-06,hard,positivefb
52,24,5,0.8657026999,0,232,1.728969845737438e-06,hard,positivefb
